id,adminLevel,placeCode,value,countryCodeISO3,indicator
159,3,ET030307,1,ETH,Hotspot_Health
160,3,ET030308,1,ETH,Hotspot_Health
161,3,ET030309,0.1,ETH,Hotspot_Health
162,3,ET030310,1,ETH,Hotspot_Health
163,3,ET030311,2,ETH,Hotspot_Health
164,3,ET030312,1,ETH,Hotspot_Health
165,3,ET030313,2,ETH,Hotspot_Health
166,3,ET030397,0.1,ETH,Hotspot_Health
167,3,ET030398,0.1,ETH,Hotspot_Health
168,3,ET030399,0.1,ETH,Hotspot_Health
169,3,ET030401,0.1,ETH,Hotspot_Health
170,3,ET030402,0.1,ETH,Hotspot_Health
171,3,ET030403,0.1,ETH,Hotspot_Health
172,3,ET030404,0.1,ETH,Hotspot_Health
173,3,ET030405,0.1,ETH,Hotspot_Health
174,3,ET030406,0.1,ETH,Hotspot_Health
175,3,ET030407,0.1,ETH,Hotspot_Health
176,3,ET030408,0.1,ETH,Hotspot_Health
177,3,ET030409,0.1,ETH,Hotspot_Health
178,3,ET030410,0.1,ETH,Hotspot_Health
179,3,ET030411,0.1,ETH,Hotspot_Health
180,3,ET030412,0.1,ETH,Hotspot_Health
181,3,ET030413,0.1,ETH,Hotspot_Health
182,3,ET030414,0.1,ETH,Hotspot_Health
183,3,ET030415,0.1,ETH,Hotspot_Health
184,3,ET030416,0.1,ETH,Hotspot_Health
185,3,ET030417,0.1,ETH,Hotspot_Health
186,3,ET030418,0.1,ETH,Hotspot_Health
187,3,ET030419,0.1,ETH,Hotspot_Health
188,3,ET030420,0.1,ETH,Hotspot_Health
189,3,ET030421,0.1,ETH,Hotspot_Health
190,3,ET030422,0.1,ETH,Hotspot_Health
191,3,ET030423,0.1,ETH,Hotspot_Health
192,3,ET030498,0.1,ETH,Hotspot_Health
193,3,ET030499,0.1,ETH,Hotspot_Health
194,3,ET030401,3,ETH,Hotspot_Health
195,3,ET030402,1,ETH,Hotspot_Health
196,3,ET030503,0.1,ETH,Hotspot_Health
197,3,ET030504,0.1,ETH,Hotspot_Health
198,3,ET030403,2,ETH,Hotspot_Health
199,3,ET030404,3,ETH,Hotspot_Health
200,3,ET030405,3,ETH,Hotspot_Health
201,3,ET030406,2,ETH,Hotspot_Health
202,3,ET030407,1,ETH,Hotspot_Health
203,3,ET030408,3,ETH,Hotspot_Health
204,3,ET030511,0.1,ETH,Hotspot_Health
205,3,ET030409,3,ETH,Hotspot_Health
206,3,ET030513,0.1,ETH,Hotspot_Health
207,3,ET030410,2,ETH,Hotspot_Health
208,3,ET030411,2,ETH,Hotspot_Health
209,3,ET030516,0.1,ETH,Hotspot_Health
210,3,ET030412,3,ETH,Hotspot_Health
211,3,ET030518,0.1,ETH,Hotspot_Health
212,3,ET030413,3,ETH,Hotspot_Health
213,3,ET030520,0.1,ETH,Hotspot_Health
214,3,ET030415,3,ETH,Hotspot_Health
215,3,ET030416,3,ETH,Hotspot_Health
216,3,ET030523,0.1,ETH,Hotspot_Health
217,3,ET030595,0.1,ETH,Hotspot_Health
218,3,ET030597,0.1,ETH,Hotspot_Health
219,3,ET030598,0.1,ETH,Hotspot_Health
220,3,ET030599,0.1,ETH,Hotspot_Health
221,3,ET030419,3,ETH,Hotspot_Health
222,3,ET030602,0.1,ETH,Hotspot_Health
223,3,ET030420,3,ETH,Hotspot_Health
224,3,ET030421,3,ETH,Hotspot_Health
225,3,ET030605,0.1,ETH,Hotspot_Health
226,3,ET030606,0.1,ETH,Hotspot_Health
227,3,ET030607,0.1,ETH,Hotspot_Health
228,3,ET030608,0.1,ETH,Hotspot_Health
229,3,ET030609,0.1,ETH,Hotspot_Health
230,3,ET030422,3,ETH,Hotspot_Health
231,3,ET030611,0.1,ETH,Hotspot_Health
232,3,ET030501,3,ETH,Hotspot_Health
233,3,ET030502,2,ETH,Hotspot_Health
234,3,ET030505,2,ETH,Hotspot_Health
235,3,ET030615,0.1,ETH,Hotspot_Health
236,3,ET030506,2,ETH,Hotspot_Health
237,3,ET030617,0.1,ETH,Hotspot_Health
238,3,ET030619,0.1,ETH,Hotspot_Health
239,3,ET030694,0.1,ETH,Hotspot_Health
240,3,ET030698,0.1,ETH,Hotspot_Health
241,3,ET030699,0.1,ETH,Hotspot_Health
242,3,ET030701,0.1,ETH,Hotspot_Health
243,3,ET030702,0.1,ETH,Hotspot_Health
244,3,ET030703,0.1,ETH,Hotspot_Health
245,3,ET030704,0.1,ETH,Hotspot_Health
246,3,ET030705,0.1,ETH,Hotspot_Health
247,3,ET030706,0.1,ETH,Hotspot_Health
248,3,ET030707,0.1,ETH,Hotspot_Health
249,3,ET030708,0.1,ETH,Hotspot_Health
250,3,ET030709,0.1,ETH,Hotspot_Health
251,3,ET030710,0.1,ETH,Hotspot_Health
252,3,ET030711,0.1,ETH,Hotspot_Health
253,3,ET030712,0.1,ETH,Hotspot_Health
254,3,ET030713,0.1,ETH,Hotspot_Health
255,3,ET030714,0.1,ETH,Hotspot_Health
256,3,ET030715,0.1,ETH,Hotspot_Health
257,3,ET030717,0.1,ETH,Hotspot_Health
258,3,ET030718,0.1,ETH,Hotspot_Health
259,3,ET030797,0.1,ETH,Hotspot_Health
260,3,ET030798,0.1,ETH,Hotspot_Health
261,3,ET030799,0.1,ETH,Hotspot_Health
262,3,ET030507,3,ETH,Hotspot_Health
263,3,ET030508,2,ETH,Hotspot_Health
264,3,ET030509,2,ETH,Hotspot_Health
265,3,ET030510,3,ETH,Hotspot_Health
266,3,ET030512,3,ETH,Hotspot_Health
267,3,ET030514,3,ETH,Hotspot_Health
268,3,ET030807,0.1,ETH,Hotspot_Health
269,3,ET030515,3,ETH,Hotspot_Health
270,3,ET030901,0.1,ETH,Hotspot_Health
271,3,ET030902,0.1,ETH,Hotspot_Health
272,3,ET030903,0.1,ETH,Hotspot_Health
273,3,ET030904,0.1,ETH,Hotspot_Health
274,3,ET030905,0.1,ETH,Hotspot_Health
275,3,ET030906,0.1,ETH,Hotspot_Health
276,3,ET030907,0.1,ETH,Hotspot_Health
277,3,ET030908,0.1,ETH,Hotspot_Health
278,3,ET030996,0.1,ETH,Hotspot_Health
279,3,ET030997,0.1,ETH,Hotspot_Health
280,3,ET030998,0.1,ETH,Hotspot_Health
281,3,ET030999,0.1,ETH,Hotspot_Health
282,3,ET030517,3,ETH,Hotspot_Health
283,3,ET030519,3,ETH,Hotspot_Health
284,3,ET030521,2,ETH,Hotspot_Health
285,3,ET030522,3,ETH,Hotspot_Health
286,3,ET030601,2,ETH,Hotspot_Health
287,3,ET031006,0.1,ETH,Hotspot_Health
288,3,ET031099,0.1,ETH,Hotspot_Health
289,3,ET031106,0.1,ETH,Hotspot_Health
290,3,ET031107,0.1,ETH,Hotspot_Health
291,3,ET030603,3,ETH,Hotspot_Health
292,3,ET030604,2,ETH,Hotspot_Health
293,3,ET030610,2,ETH,Hotspot_Health
294,3,ET031111,0.1,ETH,Hotspot_Health
295,3,ET031112,0.1,ETH,Hotspot_Health
296,3,ET031115,0.1,ETH,Hotspot_Health
297,3,ET030612,2,ETH,Hotspot_Health
298,3,ET030613,2,ETH,Hotspot_Health
299,3,ET031118,0.1,ETH,Hotspot_Health
300,3,ET031120,0.1,ETH,Hotspot_Health
301,3,ET031121,0.1,ETH,Hotspot_Health
302,3,ET030614,3,ETH,Hotspot_Health
303,3,ET031125,0.1,ETH,Hotspot_Health
304,3,ET031199,0.1,ETH,Hotspot_Health
305,3,ET031206,0.1,ETH,Hotspot_Health
306,3,ET031213,0.1,ETH,Hotspot_Health
307,3,ET031214,0.1,ETH,Hotspot_Health
308,3,ET031223,0.1,ETH,Hotspot_Health
309,3,ET031224,0.1,ETH,Hotspot_Health
310,3,ET031292,0.1,ETH,Hotspot_Health
311,3,ET040101,0.1,ETH,Hotspot_Health
312,3,ET040102,0.1,ETH,Hotspot_Health
313,3,ET040103,0.1,ETH,Hotspot_Health
314,3,ET040104,0.1,ETH,Hotspot_Health
315,3,ET040105,0.1,ETH,Hotspot_Health
316,3,ET040106,0.1,ETH,Hotspot_Health
317,3,ET040107,0.1,ETH,Hotspot_Health
318,3,ET040108,0.1,ETH,Hotspot_Health
319,3,ET040109,0.1,ETH,Hotspot_Health
320,3,ET040110,0.1,ETH,Hotspot_Health
321,3,ET040111,0.1,ETH,Hotspot_Health
322,3,ET040112,0.1,ETH,Hotspot_Health
323,3,ET040113,0.1,ETH,Hotspot_Health
324,3,ET040114,0.1,ETH,Hotspot_Health
325,3,ET040115,0.1,ETH,Hotspot_Health
326,3,ET040116,0.1,ETH,Hotspot_Health
327,3,ET040117,0.1,ETH,Hotspot_Health
328,3,ET040118,0.1,ETH,Hotspot_Health
329,3,ET040119,0.1,ETH,Hotspot_Health
330,3,ET040193,0.1,ETH,Hotspot_Health
331,3,ET040197,0.1,ETH,Hotspot_Health
332,3,ET040198,0.1,ETH,Hotspot_Health
333,3,ET040199,0.1,ETH,Hotspot_Health
334,3,ET040201,0.1,ETH,Hotspot_Health
335,3,ET040202,0.1,ETH,Hotspot_Health
336,3,ET040203,0.1,ETH,Hotspot_Health
337,3,ET040204,0.1,ETH,Hotspot_Health
338,3,ET040205,0.1,ETH,Hotspot_Health
339,3,ET040206,0.1,ETH,Hotspot_Health
340,3,ET040207,0.1,ETH,Hotspot_Health
341,3,ET040208,0.1,ETH,Hotspot_Health
342,3,ET040209,0.1,ETH,Hotspot_Health
343,3,ET040210,0.1,ETH,Hotspot_Health
344,3,ET040211,0.1,ETH,Hotspot_Health
345,3,ET040212,0.1,ETH,Hotspot_Health
346,3,ET040213,0.1,ETH,Hotspot_Health
347,3,ET040214,0.1,ETH,Hotspot_Health
348,3,ET040215,0.1,ETH,Hotspot_Health
349,3,ET040216,0.1,ETH,Hotspot_Health
350,3,ET040217,0.1,ETH,Hotspot_Health
351,3,ET040297,0.1,ETH,Hotspot_Health
352,3,ET040301,0.1,ETH,Hotspot_Health
353,3,ET040302,0.1,ETH,Hotspot_Health
354,3,ET040309,0.1,ETH,Hotspot_Health
355,3,ET040310,0.1,ETH,Hotspot_Health
356,3,ET040311,0.1,ETH,Hotspot_Health
357,3,ET040312,0.1,ETH,Hotspot_Health
358,3,ET040313,0.1,ETH,Hotspot_Health
359,3,ET040314,0.1,ETH,Hotspot_Health
360,3,ET040315,0.1,ETH,Hotspot_Health
361,3,ET040316,0.1,ETH,Hotspot_Health
362,3,ET040317,0.1,ETH,Hotspot_Health
363,3,ET040319,0.1,ETH,Hotspot_Health
364,3,ET040320,0.1,ETH,Hotspot_Health
365,3,ET040324,0.1,ETH,Hotspot_Health
366,3,ET040401,0.1,ETH,Hotspot_Health
367,3,ET040402,0.1,ETH,Hotspot_Health
368,3,ET040403,0.1,ETH,Hotspot_Health
369,3,ET040404,0.1,ETH,Hotspot_Health
370,3,ET040405,0.1,ETH,Hotspot_Health
371,3,ET040406,0.1,ETH,Hotspot_Health
372,3,ET040407,0.1,ETH,Hotspot_Health
373,3,ET040408,0.1,ETH,Hotspot_Health
374,3,ET040409,0.1,ETH,Hotspot_Health
375,3,ET040410,0.1,ETH,Hotspot_Health
376,3,ET040411,0.1,ETH,Hotspot_Health
377,3,ET040412,0.1,ETH,Hotspot_Health
378,3,ET040413,0.1,ETH,Hotspot_Health
379,3,ET040414,0.1,ETH,Hotspot_Health
380,3,ET040415,0.1,ETH,Hotspot_Health
381,3,ET040416,0.1,ETH,Hotspot_Health
382,3,ET040417,0.1,ETH,Hotspot_Health
383,3,ET040418,0.1,ETH,Hotspot_Health
384,3,ET040490,0.1,ETH,Hotspot_Health
385,3,ET040491,0.1,ETH,Hotspot_Health
386,3,ET040495,0.1,ETH,Hotspot_Health
387,3,ET040499,0.1,ETH,Hotspot_Health
388,3,ET040500,0.1,ETH,Hotspot_Health
389,3,ET040501,0.1,ETH,Hotspot_Health
390,3,ET040502,0.1,ETH,Hotspot_Health
391,3,ET040503,0.1,ETH,Hotspot_Health
392,3,ET040504,0.1,ETH,Hotspot_Health
393,3,ET040505,0.1,ETH,Hotspot_Health
394,3,ET040506,0.1,ETH,Hotspot_Health
395,3,ET040507,0.1,ETH,Hotspot_Health
396,3,ET040508,0.1,ETH,Hotspot_Health
397,3,ET040509,0.1,ETH,Hotspot_Health
398,3,ET040510,0.1,ETH,Hotspot_Health
399,3,ET040511,0.1,ETH,Hotspot_Health
400,3,ET040513,0.1,ETH,Hotspot_Health
401,3,ET040514,0.1,ETH,Hotspot_Health
402,3,ET040515,0.1,ETH,Hotspot_Health
403,3,ET040516,0.1,ETH,Hotspot_Health
404,3,ET040517,0.1,ETH,Hotspot_Health
405,3,ET040518,0.1,ETH,Hotspot_Health
406,3,ET040519,0.1,ETH,Hotspot_Health
407,3,ET040590,0.1,ETH,Hotspot_Health
408,3,ET040592,0.1,ETH,Hotspot_Health
409,3,ET040594,0.1,ETH,Hotspot_Health
410,3,ET040597,0.1,ETH,Hotspot_Health
411,3,ET040601,0.1,ETH,Hotspot_Health
412,3,ET040602,0.1,ETH,Hotspot_Health
413,3,ET040603,0.1,ETH,Hotspot_Health
414,3,ET040604,0.1,ETH,Hotspot_Health
415,3,ET040605,0.1,ETH,Hotspot_Health
416,3,ET040606,0.1,ETH,Hotspot_Health
417,3,ET040607,0.1,ETH,Hotspot_Health
418,3,ET040608,0.1,ETH,Hotspot_Health
419,3,ET040609,0.1,ETH,Hotspot_Health
420,3,ET040610,0.1,ETH,Hotspot_Health
421,3,ET040613,0.1,ETH,Hotspot_Health
422,3,ET040614,0.1,ETH,Hotspot_Health
423,3,ET040615,0.1,ETH,Hotspot_Health
424,3,ET040617,0.1,ETH,Hotspot_Health
425,3,ET040701,0.1,ETH,Hotspot_Health
426,3,ET040702,0.1,ETH,Hotspot_Health
427,3,ET040703,0.1,ETH,Hotspot_Health
428,3,ET040704,0.1,ETH,Hotspot_Health
429,3,ET040705,0.1,ETH,Hotspot_Health
430,3,ET040706,0.1,ETH,Hotspot_Health
431,3,ET040707,0.1,ETH,Hotspot_Health
432,3,ET040708,0.1,ETH,Hotspot_Health
433,3,ET040709,0.1,ETH,Hotspot_Health
434,3,ET040710,0.1,ETH,Hotspot_Health
435,3,ET040711,0.1,ETH,Hotspot_Health
436,3,ET040714,0.1,ETH,Hotspot_Health
437,3,ET040797,0.1,ETH,Hotspot_Health
438,3,ET040799,0.1,ETH,Hotspot_Health
439,3,ET040801,0.1,ETH,Hotspot_Health
440,3,ET040802,0.1,ETH,Hotspot_Health
441,3,ET040803,0.1,ETH,Hotspot_Health
442,3,ET040804,0.1,ETH,Hotspot_Health
443,3,ET040805,0.1,ETH,Hotspot_Health
444,3,ET040806,0.1,ETH,Hotspot_Health
445,3,ET040807,0.1,ETH,Hotspot_Health
446,3,ET040808,0.1,ETH,Hotspot_Health
447,3,ET040809,0.1,ETH,Hotspot_Health
448,3,ET040810,0.1,ETH,Hotspot_Health
449,3,ET040811,0.1,ETH,Hotspot_Health
450,3,ET040812,0.1,ETH,Hotspot_Health
451,3,ET040813,0.1,ETH,Hotspot_Health
452,3,ET040814,0.1,ETH,Hotspot_Health
453,3,ET040815,0.1,ETH,Hotspot_Health
454,3,ET040816,0.1,ETH,Hotspot_Health
455,3,ET040817,0.1,ETH,Hotspot_Health
456,3,ET040818,0.1,ETH,Hotspot_Health
457,3,ET040819,0.1,ETH,Hotspot_Health
458,3,ET040820,0.1,ETH,Hotspot_Health
459,3,ET040821,0.1,ETH,Hotspot_Health
460,3,ET040822,0.1,ETH,Hotspot_Health
461,3,ET040823,0.1,ETH,Hotspot_Health
462,3,ET040824,0.1,ETH,Hotspot_Health
463,3,ET040825,0.1,ETH,Hotspot_Health
464,3,ET040893,0.1,ETH,Hotspot_Health
465,3,ET040894,0.1,ETH,Hotspot_Health
466,3,ET040901,1,ETH,Hotspot_Health
467,3,ET040902,1,ETH,Hotspot_Health
468,3,ET040903,1,ETH,Hotspot_Health
469,3,ET040904,3,ETH,Hotspot_Health
470,3,ET040905,0.1,ETH,Hotspot_Health
471,3,ET040906,1,ETH,Hotspot_Health
472,3,ET040907,1,ETH,Hotspot_Health
473,3,ET040908,1,ETH,Hotspot_Health
474,3,ET040909,3,ETH,Hotspot_Health
475,3,ET040910,2,ETH,Hotspot_Health
476,3,ET040911,1,ETH,Hotspot_Health
477,3,ET040912,1,ETH,Hotspot_Health
478,3,ET040913,1,ETH,Hotspot_Health
479,3,ET040914,0.1,ETH,Hotspot_Health
480,3,ET040915,1,ETH,Hotspot_Health
481,3,ET040991,1,ETH,Hotspot_Health
482,3,ET040998,1,ETH,Hotspot_Health
483,3,ET041000,0.1,ETH,Hotspot_Health
484,3,ET041001,1,ETH,Hotspot_Health
485,3,ET041002,1,ETH,Hotspot_Health
486,3,ET041003,2,ETH,Hotspot_Health
487,3,ET041004,1,ETH,Hotspot_Health
488,3,ET041005,1,ETH,Hotspot_Health
489,3,ET041006,3,ETH,Hotspot_Health
490,3,ET041007,0.1,ETH,Hotspot_Health
491,3,ET041008,1,ETH,Hotspot_Health
492,3,ET041009,0.1,ETH,Hotspot_Health
493,3,ET041010,1,ETH,Hotspot_Health
494,3,ET041011,2,ETH,Hotspot_Health
495,3,ET041012,0.1,ETH,Hotspot_Health
496,3,ET041013,1,ETH,Hotspot_Health
497,3,ET041014,0.1,ETH,Hotspot_Health
498,3,ET041015,2,ETH,Hotspot_Health
499,3,ET041016,2,ETH,Hotspot_Health
500,3,ET041017,1,ETH,Hotspot_Health
501,3,ET041018,0.1,ETH,Hotspot_Health
502,3,ET041019,0.1,ETH,Hotspot_Health
503,3,ET041089,1,ETH,Hotspot_Health
504,3,ET041097,0.1,ETH,Hotspot_Health
505,3,ET041098,2,ETH,Hotspot_Health
506,3,ET041099,0.1,ETH,Hotspot_Health
507,3,ET041104,2,ETH,Hotspot_Health
508,3,ET041106,0.1,ETH,Hotspot_Health
509,3,ET041109,0.1,ETH,Hotspot_Health
510,3,ET041110,0.1,ETH,Hotspot_Health
511,3,ET041111,1,ETH,Hotspot_Health
512,3,ET041112,1,ETH,Hotspot_Health
513,3,ET041113,1,ETH,Hotspot_Health
514,3,ET041114,1,ETH,Hotspot_Health
515,3,ET041115,1,ETH,Hotspot_Health
516,3,ET041116,3,ETH,Hotspot_Health
517,3,ET041119,0.1,ETH,Hotspot_Health
518,3,ET041120,0.1,ETH,Hotspot_Health
519,3,ET041122,0.1,ETH,Hotspot_Health
520,3,ET041199,0.1,ETH,Hotspot_Health
521,3,ET041207,0.1,ETH,Hotspot_Health
522,3,ET041208,0.1,ETH,Hotspot_Health
523,3,ET041210,0.1,ETH,Hotspot_Health
524,3,ET041211,0.1,ETH,Hotspot_Health
525,3,ET041212,0.1,ETH,Hotspot_Health
526,3,ET041216,0.1,ETH,Hotspot_Health
527,3,ET041219,0.1,ETH,Hotspot_Health
528,3,ET041220,0.1,ETH,Hotspot_Health
529,3,ET041223,0.1,ETH,Hotspot_Health
530,3,ET041290,0.1,ETH,Hotspot_Health
531,3,ET041291,0.1,ETH,Hotspot_Health
532,3,ET041295,0.1,ETH,Hotspot_Health
533,3,ET041296,0.1,ETH,Hotspot_Health
534,3,ET041298,0.1,ETH,Hotspot_Health
535,3,ET041301,0.1,ETH,Hotspot_Health
536,3,ET041302,0.1,ETH,Hotspot_Health
537,3,ET041303,0.1,ETH,Hotspot_Health
538,3,ET041304,0.1,ETH,Hotspot_Health
539,3,ET041305,0.1,ETH,Hotspot_Health
540,3,ET041307,0.1,ETH,Hotspot_Health
541,3,ET041308,0.1,ETH,Hotspot_Health
542,3,ET041309,0.1,ETH,Hotspot_Health
543,3,ET041310,0.1,ETH,Hotspot_Health
544,3,ET041311,0.1,ETH,Hotspot_Health
545,3,ET041312,0.1,ETH,Hotspot_Health
546,3,ET041314,0.1,ETH,Hotspot_Health
547,3,ET041401,0.1,ETH,Hotspot_Health
548,3,ET041402,0.1,ETH,Hotspot_Health
549,3,ET041403,1,ETH,Hotspot_Health
550,3,ET041404,2,ETH,Hotspot_Health
551,3,ET041405,0.1,ETH,Hotspot_Health
552,3,ET041407,1,ETH,Hotspot_Health
