id,placeCode,value,countryCodeISO3,indicator,adminLevel
111,ET020302,2,ETH,malaria_risk,3
112,ET020303,2,ETH,malaria_risk,3
113,ET020304,2,ETH,malaria_risk,3
114,ET020305,2,ETH,malaria_risk,3
115,ET020306,2,ETH,malaria_risk,3
116,ET020307,2,ETH,malaria_risk,3
117,ET020396,2,ETH,malaria_risk,3
118,ET020401,2,ETH,malaria_risk,3
119,ET020402,2,ETH,malaria_risk,3
120,ET020403,1,ETH,malaria_risk,3
121,ET020404,2,ETH,malaria_risk,3
122,ET020405,2,ETH,malaria_risk,3
123,ET020501,1,ETH,malaria_risk,3
124,ET020502,2,ETH,malaria_risk,3
125,ET020503,2,ETH,malaria_risk,3
126,ET020504,1,ETH,malaria_risk,3
127,ET020505,2,ETH,malaria_risk,3
128,ET030101,2,ETH,malaria_risk,3
129,ET030102,1,ETH,malaria_risk,3
130,ET030103,1,ETH,malaria_risk,3
131,ET030104,1,ETH,malaria_risk,3
132,ET030105,2,ETH,malaria_risk,3
133,ET030106,0,ETH,malaria_risk,3
134,ET030119,1,ETH,malaria_risk,3
135,ET030198,0,ETH,malaria_risk,3
136,ET030201,2,ETH,malaria_risk,3
137,ET030202,2,ETH,malaria_risk,3
138,ET030203,2,ETH,malaria_risk,3
139,ET030204,2,ETH,malaria_risk,3
140,ET030205,1,ETH,malaria_risk,3
141,ET030206,2,ETH,malaria_risk,3
142,ET030207,2,ETH,malaria_risk,3
143,ET030208,2,ETH,malaria_risk,3
144,ET030209,2,ETH,malaria_risk,3
145,ET030210,2,ETH,malaria_risk,3
146,ET030211,2,ETH,malaria_risk,3
147,ET030212,2,ETH,malaria_risk,3
148,ET030213,2,ETH,malaria_risk,3
149,ET030214,2,ETH,malaria_risk,3
150,ET030215,0,ETH,malaria_risk,3
151,ET030216,2,ETH,malaria_risk,3
152,ET030217,2,ETH,malaria_risk,3
153,ET030218,2,ETH,malaria_risk,3
154,ET030293,2,ETH,malaria_risk,3
155,ET030298,2,ETH,malaria_risk,3
156,ET030299,2,ETH,malaria_risk,3
157,ET030301,2,ETH,malaria_risk,3
158,ET030302,2,ETH,malaria_risk,3
159,ET030303,1,ETH,malaria_risk,3
160,ET030304,2,ETH,malaria_risk,3
161,ET030305,1,ETH,malaria_risk,3
162,ET030306,2,ETH,malaria_risk,3
163,ET030307,1,ETH,malaria_risk,3
164,ET030308,2,ETH,malaria_risk,3
165,ET030309,2,ETH,malaria_risk,3
166,ET030310,1,ETH,malaria_risk,3
167,ET030311,2,ETH,malaria_risk,3
168,ET030312,0,ETH,malaria_risk,3
169,ET030313,1,ETH,malaria_risk,3
170,ET030314,0,ETH,malaria_risk,3
171,ET030315,0,ETH,malaria_risk,3
172,ET030397,2,ETH,malaria_risk,3
173,ET030398,2,ETH,malaria_risk,3
174,ET030399,2,ETH,malaria_risk,3
175,ET030401,2,ETH,malaria_risk,3
176,ET030402,1,ETH,malaria_risk,3
177,ET030403,1,ETH,malaria_risk,3
178,ET030404,1,ETH,malaria_risk,3
179,ET030405,2,ETH,malaria_risk,3
180,ET030406,1,ETH,malaria_risk,3
181,ET030407,2,ETH,malaria_risk,3
182,ET030408,1,ETH,malaria_risk,3
183,ET030409,1,ETH,malaria_risk,3
184,ET030410,0,ETH,malaria_risk,3
185,ET030411,1,ETH,malaria_risk,3
186,ET030412,1,ETH,malaria_risk,3
187,ET030413,2,ETH,malaria_risk,3
188,ET030414,1,ETH,malaria_risk,3
189,ET030415,1,ETH,malaria_risk,3
190,ET030416,2,ETH,malaria_risk,3
191,ET030417,2,ETH,malaria_risk,3
192,ET030418,2,ETH,malaria_risk,3
193,ET030419,1,ETH,malaria_risk,3
194,ET030420,1,ETH,malaria_risk,3
195,ET030421,1,ETH,malaria_risk,3
196,ET030422,2,ETH,malaria_risk,3
197,ET030423,0,ETH,malaria_risk,3
198,ET030424,0,ETH,malaria_risk,3
199,ET030425,2,ETH,malaria_risk,3
200,ET030426,2,ETH,malaria_risk,3
201,ET030427,0,ETH,malaria_risk,3
202,ET030428,0,ETH,malaria_risk,3
203,ET030429,2,ETH,malaria_risk,3
204,ET030498,1,ETH,malaria_risk,3
205,ET030499,2,ETH,malaria_risk,3
206,ET030501,2,ETH,malaria_risk,3
207,ET030502,2,ETH,malaria_risk,3
208,ET030503,2,ETH,malaria_risk,3
209,ET030504,1,ETH,malaria_risk,3
210,ET030505,0,ETH,malaria_risk,3
211,ET030506,1,ETH,malaria_risk,3
212,ET030507,2,ETH,malaria_risk,3
213,ET030508,2,ETH,malaria_risk,3
214,ET030509,1,ETH,malaria_risk,3
215,ET030510,2,ETH,malaria_risk,3
216,ET030511,1,ETH,malaria_risk,3
217,ET030512,2,ETH,malaria_risk,3
218,ET030513,1,ETH,malaria_risk,3
219,ET030514,1,ETH,malaria_risk,3
220,ET030515,2,ETH,malaria_risk,3
221,ET030516,2,ETH,malaria_risk,3
222,ET030517,2,ETH,malaria_risk,3
223,ET030518,2,ETH,malaria_risk,3
224,ET030519,1,ETH,malaria_risk,3
225,ET030520,2,ETH,malaria_risk,3
226,ET030521,1,ETH,malaria_risk,3
227,ET030522,1,ETH,malaria_risk,3
228,ET030523,2,ETH,malaria_risk,3
229,ET030524,1,ETH,malaria_risk,3
230,ET030525,2,ETH,malaria_risk,3
231,ET030526,0,ETH,malaria_risk,3
232,ET030527,2,ETH,malaria_risk,3
233,ET030595,2,ETH,malaria_risk,3
234,ET030597,0,ETH,malaria_risk,3
235,ET030598,2,ETH,malaria_risk,3
236,ET030599,2,ETH,malaria_risk,3
237,ET030601,1,ETH,malaria_risk,3
238,ET030602,2,ETH,malaria_risk,3
239,ET030603,2,ETH,malaria_risk,3
240,ET030604,2,ETH,malaria_risk,3
241,ET030605,2,ETH,malaria_risk,3
242,ET030606,2,ETH,malaria_risk,3
243,ET030607,1,ETH,malaria_risk,3
244,ET030608,2,ETH,malaria_risk,3
245,ET030609,2,ETH,malaria_risk,3
246,ET030610,2,ETH,malaria_risk,3
247,ET030611,2,ETH,malaria_risk,3
248,ET030612,2,ETH,malaria_risk,3
249,ET030613,2,ETH,malaria_risk,3
250,ET030614,2,ETH,malaria_risk,3
251,ET030615,2,ETH,malaria_risk,3
252,ET030616,1,ETH,malaria_risk,3
253,ET030617,2,ETH,malaria_risk,3
254,ET030618,2,ETH,malaria_risk,3
255,ET030619,2,ETH,malaria_risk,3
256,ET030620,2,ETH,malaria_risk,3
257,ET030621,2,ETH,malaria_risk,3
258,ET030622,2,ETH,malaria_risk,3
259,ET030623,2,ETH,malaria_risk,3
260,ET030694,2,ETH,malaria_risk,3
261,ET030698,2,ETH,malaria_risk,3
262,ET030699,2,ETH,malaria_risk,3
263,ET030701,2,ETH,malaria_risk,3
264,ET030702,2,ETH,malaria_risk,3
265,ET030703,2,ETH,malaria_risk,3
266,ET030704,2,ETH,malaria_risk,3
267,ET030705,1,ETH,malaria_risk,3
268,ET030706,1,ETH,malaria_risk,3
269,ET030707,1,ETH,malaria_risk,3
270,ET030708,2,ETH,malaria_risk,3
271,ET030709,2,ETH,malaria_risk,3
272,ET030710,2,ETH,malaria_risk,3
273,ET030711,2,ETH,malaria_risk,3
274,ET030712,2,ETH,malaria_risk,3
275,ET030713,2,ETH,malaria_risk,3
276,ET030714,2,ETH,malaria_risk,3
277,ET030715,2,ETH,malaria_risk,3
278,ET030716,2,ETH,malaria_risk,3
279,ET030717,2,ETH,malaria_risk,3
280,ET030718,2,ETH,malaria_risk,3
281,ET030719,2,ETH,malaria_risk,3
282,ET030720,2,ETH,malaria_risk,3
283,ET030797,2,ETH,malaria_risk,3
284,ET030798,2,ETH,malaria_risk,3
285,ET030799,2,ETH,malaria_risk,3
286,ET030801,2,ETH,malaria_risk,3
287,ET030802,2,ETH,malaria_risk,3
288,ET030803,2,ETH,malaria_risk,3
289,ET030804,2,ETH,malaria_risk,3
290,ET030805,2,ETH,malaria_risk,3
291,ET030806,2,ETH,malaria_risk,3
292,ET030807,2,ETH,malaria_risk,3
293,ET030808,2,ETH,malaria_risk,3
294,ET030809,2,ETH,malaria_risk,3
295,ET030901,2,ETH,malaria_risk,3
296,ET030902,1,ETH,malaria_risk,3
297,ET030903,2,ETH,malaria_risk,3
298,ET030904,2,ETH,malaria_risk,3
299,ET030905,2,ETH,malaria_risk,3
300,ET030906,2,ETH,malaria_risk,3
301,ET030907,2,ETH,malaria_risk,3
302,ET030908,2,ETH,malaria_risk,3
303,ET030909,2,ETH,malaria_risk,3
304,ET030910,2,ETH,malaria_risk,3
305,ET030911,2,ETH,malaria_risk,3
306,ET030912,2,ETH,malaria_risk,3
307,ET030996,1,ETH,malaria_risk,3
308,ET030997,2,ETH,malaria_risk,3
309,ET030998,2,ETH,malaria_risk,3
310,ET030999,2,ETH,malaria_risk,3
311,ET031001,2,ETH,malaria_risk,3
312,ET031002,2,ETH,malaria_risk,3
313,ET031003,2,ETH,malaria_risk,3
314,ET031004,2,ETH,malaria_risk,3
315,ET031005,2,ETH,malaria_risk,3
316,ET031006,2,ETH,malaria_risk,3
317,ET031007,2,ETH,malaria_risk,3
318,ET031008,2,ETH,malaria_risk,3
319,ET031099,2,ETH,malaria_risk,3
320,ET031103,0,ETH,malaria_risk,3
321,ET031104,2,ETH,malaria_risk,3
322,ET031105,2,ETH,malaria_risk,3
323,ET031106,2,ETH,malaria_risk,3
324,ET031107,2,ETH,malaria_risk,3
325,ET031108,2,ETH,malaria_risk,3
326,ET031109,1,ETH,malaria_risk,3
327,ET031110,2,ETH,malaria_risk,3
328,ET031111,2,ETH,malaria_risk,3
329,ET031112,2,ETH,malaria_risk,3
330,ET031115,2,ETH,malaria_risk,3
331,ET031116,2,ETH,malaria_risk,3
332,ET031117,2,ETH,malaria_risk,3
333,ET031118,2,ETH,malaria_risk,3
334,ET031119,2,ETH,malaria_risk,3
335,ET031120,2,ETH,malaria_risk,3
336,ET031121,2,ETH,malaria_risk,3
337,ET031122,2,ETH,malaria_risk,3
338,ET031125,2,ETH,malaria_risk,3
339,ET031199,2,ETH,malaria_risk,3
340,ET031205,2,ETH,malaria_risk,3
341,ET031206,2,ETH,malaria_risk,3
342,ET031213,2,ETH,malaria_risk,3
343,ET031214,2,ETH,malaria_risk,3
344,ET031223,2,ETH,malaria_risk,3
345,ET031224,2,ETH,malaria_risk,3
346,ET031292,2,ETH,malaria_risk,3
347,ET040101,2,ETH,malaria_risk,3
348,ET040102,2,ETH,malaria_risk,3
349,ET040103,2,ETH,malaria_risk,3
350,ET040104,2,ETH,malaria_risk,3
351,ET040105,2,ETH,malaria_risk,3
352,ET040106,2,ETH,malaria_risk,3
353,ET040107,2,ETH,malaria_risk,3
354,ET040108,2,ETH,malaria_risk,3
355,ET040109,2,ETH,malaria_risk,3
356,ET040110,2,ETH,malaria_risk,3
357,ET040111,2,ETH,malaria_risk,3
358,ET040112,2,ETH,malaria_risk,3
359,ET040113,2,ETH,malaria_risk,3
360,ET040114,2,ETH,malaria_risk,3
361,ET040115,2,ETH,malaria_risk,3
362,ET040116,2,ETH,malaria_risk,3
363,ET040117,2,ETH,malaria_risk,3
364,ET040118,2,ETH,malaria_risk,3
365,ET040119,2,ETH,malaria_risk,3
366,ET040193,2,ETH,malaria_risk,3
367,ET040197,2,ETH,malaria_risk,3
368,ET040198,2,ETH,malaria_risk,3
369,ET040199,2,ETH,malaria_risk,3
370,ET040201,2,ETH,malaria_risk,3
371,ET040202,2,ETH,malaria_risk,3
372,ET040203,2,ETH,malaria_risk,3
373,ET040204,2,ETH,malaria_risk,3
374,ET040205,2,ETH,malaria_risk,3
375,ET040206,2,ETH,malaria_risk,3
376,ET040207,2,ETH,malaria_risk,3
377,ET040208,2,ETH,malaria_risk,3
378,ET040209,2,ETH,malaria_risk,3
379,ET040210,2,ETH,malaria_risk,3
380,ET040211,2,ETH,malaria_risk,3
381,ET040212,2,ETH,malaria_risk,3
382,ET040213,2,ETH,malaria_risk,3
383,ET040214,2,ETH,malaria_risk,3
384,ET040215,2,ETH,malaria_risk,3
385,ET040216,2,ETH,malaria_risk,3
386,ET040217,2,ETH,malaria_risk,3
387,ET040297,2,ETH,malaria_risk,3
388,ET040301,2,ETH,malaria_risk,3
389,ET040302,2,ETH,malaria_risk,3
390,ET040309,2,ETH,malaria_risk,3
391,ET040310,2,ETH,malaria_risk,3
392,ET040311,2,ETH,malaria_risk,3
393,ET040312,2,ETH,malaria_risk,3
394,ET040313,2,ETH,malaria_risk,3
395,ET040314,2,ETH,malaria_risk,3
396,ET040315,2,ETH,malaria_risk,3
397,ET040316,2,ETH,malaria_risk,3
398,ET040317,2,ETH,malaria_risk,3
399,ET040319,2,ETH,malaria_risk,3
400,ET040320,2,ETH,malaria_risk,3
401,ET040324,2,ETH,malaria_risk,3
402,ET040401,2,ETH,malaria_risk,3
403,ET040402,2,ETH,malaria_risk,3
404,ET040403,2,ETH,malaria_risk,3
405,ET040404,2,ETH,malaria_risk,3
406,ET040405,2,ETH,malaria_risk,3
407,ET040406,2,ETH,malaria_risk,3
408,ET040407,2,ETH,malaria_risk,3
409,ET040408,2,ETH,malaria_risk,3
410,ET040409,2,ETH,malaria_risk,3
411,ET040410,2,ETH,malaria_risk,3
412,ET040411,2,ETH,malaria_risk,3
413,ET040412,2,ETH,malaria_risk,3
414,ET040413,2,ETH,malaria_risk,3
415,ET040414,2,ETH,malaria_risk,3
416,ET040415,2,ETH,malaria_risk,3
417,ET040416,2,ETH,malaria_risk,3
418,ET040417,2,ETH,malaria_risk,3
419,ET040418,2,ETH,malaria_risk,3
420,ET040490,2,ETH,malaria_risk,3
421,ET040491,2,ETH,malaria_risk,3
422,ET040495,2,ETH,malaria_risk,3
423,ET040499,2,ETH,malaria_risk,3
424,ET040500,2,ETH,malaria_risk,3
425,ET040501,2,ETH,malaria_risk,3
426,ET040502,1,ETH,malaria_risk,3
427,ET040503,2,ETH,malaria_risk,3
428,ET040504,2,ETH,malaria_risk,3
429,ET040505,1,ETH,malaria_risk,3
430,ET040506,2,ETH,malaria_risk,3
431,ET040507,2,ETH,malaria_risk,3
432,ET040508,2,ETH,malaria_risk,3
433,ET040509,2,ETH,malaria_risk,3
434,ET040510,1,ETH,malaria_risk,3
435,ET040511,1,ETH,malaria_risk,3
436,ET040513,2,ETH,malaria_risk,3
437,ET040514,2,ETH,malaria_risk,3
438,ET040515,2,ETH,malaria_risk,3
439,ET040516,2,ETH,malaria_risk,3
440,ET040517,2,ETH,malaria_risk,3
441,ET040518,2,ETH,malaria_risk,3
442,ET040519,1,ETH,malaria_risk,3
443,ET040590,1,ETH,malaria_risk,3
444,ET040592,2,ETH,malaria_risk,3
445,ET040594,2,ETH,malaria_risk,3
446,ET040597,2,ETH,malaria_risk,3
447,ET040601,2,ETH,malaria_risk,3
448,ET040602,2,ETH,malaria_risk,3
449,ET040603,2,ETH,malaria_risk,3
450,ET040604,2,ETH,malaria_risk,3
451,ET040605,1,ETH,malaria_risk,3
452,ET040606,1,ETH,malaria_risk,3
453,ET040607,2,ETH,malaria_risk,3
454,ET040608,1,ETH,malaria_risk,3
455,ET040609,2,ETH,malaria_risk,3
456,ET040610,1,ETH,malaria_risk,3
457,ET040613,0,ETH,malaria_risk,3
458,ET040614,2,ETH,malaria_risk,3
459,ET040615,0,ETH,malaria_risk,3
460,ET040617,1,ETH,malaria_risk,3
461,ET040701,2,ETH,malaria_risk,3
462,ET040702,2,ETH,malaria_risk,3
463,ET040703,2,ETH,malaria_risk,3
464,ET040704,2,ETH,malaria_risk,3
465,ET040705,2,ETH,malaria_risk,3
466,ET040706,2,ETH,malaria_risk,3
467,ET040707,2,ETH,malaria_risk,3
468,ET040708,2,ETH,malaria_risk,3
469,ET040709,2,ETH,malaria_risk,3
470,ET040710,2,ETH,malaria_risk,3
471,ET040711,2,ETH,malaria_risk,3
472,ET040714,2,ETH,malaria_risk,3
473,ET040797,2,ETH,malaria_risk,3
474,ET040799,2,ETH,malaria_risk,3
475,ET040801,2,ETH,malaria_risk,3
476,ET040802,2,ETH,malaria_risk,3
477,ET040803,2,ETH,malaria_risk,3
478,ET040804,2,ETH,malaria_risk,3
479,ET040805,2,ETH,malaria_risk,3
480,ET040806,2,ETH,malaria_risk,3
481,ET040807,1,ETH,malaria_risk,3
482,ET040808,2,ETH,malaria_risk,3
483,ET040809,1,ETH,malaria_risk,3
484,ET040810,1,ETH,malaria_risk,3
485,ET040811,2,ETH,malaria_risk,3
486,ET040812,1,ETH,malaria_risk,3
487,ET040813,1,ETH,malaria_risk,3
488,ET040814,1,ETH,malaria_risk,3
489,ET040815,0,ETH,malaria_risk,3
490,ET040816,1,ETH,malaria_risk,3
491,ET040817,0,ETH,malaria_risk,3
492,ET040818,0,ETH,malaria_risk,3
493,ET040819,0,ETH,malaria_risk,3
494,ET040820,2,ETH,malaria_risk,3
495,ET040821,1,ETH,malaria_risk,3
496,ET040822,1,ETH,malaria_risk,3
497,ET040823,1,ETH,malaria_risk,3
498,ET040824,1,ETH,malaria_risk,3
499,ET040825,0,ETH,malaria_risk,3
500,ET040893,2,ETH,malaria_risk,3
501,ET040894,0,ETH,malaria_risk,3
502,ET040901,2,ETH,malaria_risk,3
503,ET040902,2,ETH,malaria_risk,3
504,ET040903,2,ETH,malaria_risk,3
505,ET040904,2,ETH,malaria_risk,3
506,ET040905,2,ETH,malaria_risk,3
507,ET040906,2,ETH,malaria_risk,3
508,ET040907,2,ETH,malaria_risk,3
509,ET040908,2,ETH,malaria_risk,3
510,ET040909,2,ETH,malaria_risk,3
511,ET040910,2,ETH,malaria_risk,3
512,ET040911,2,ETH,malaria_risk,3
513,ET040912,2,ETH,malaria_risk,3
514,ET040913,2,ETH,malaria_risk,3
515,ET040914,2,ETH,malaria_risk,3
516,ET040915,2,ETH,malaria_risk,3
517,ET040991,2,ETH,malaria_risk,3
518,ET040998,2,ETH,malaria_risk,3
519,ET041000,2,ETH,malaria_risk,3
520,ET041001,2,ETH,malaria_risk,3
521,ET041002,2,ETH,malaria_risk,3
522,ET041003,2,ETH,malaria_risk,3
523,ET041004,2,ETH,malaria_risk,3
524,ET041005,2,ETH,malaria_risk,3
525,ET041006,2,ETH,malaria_risk,3
526,ET041007,1,ETH,malaria_risk,3
527,ET041008,2,ETH,malaria_risk,3
528,ET041009,1,ETH,malaria_risk,3
529,ET041010,2,ETH,malaria_risk,3
530,ET041011,1,ETH,malaria_risk,3
531,ET041012,2,ETH,malaria_risk,3
532,ET041013,2,ETH,malaria_risk,3
533,ET041014,2,ETH,malaria_risk,3
534,ET041015,2,ETH,malaria_risk,3
535,ET041016,2,ETH,malaria_risk,3
536,ET041017,2,ETH,malaria_risk,3
537,ET041018,2,ETH,malaria_risk,3
538,ET041019,2,ETH,malaria_risk,3
539,ET041089,1,ETH,malaria_risk,3
540,ET041097,1,ETH,malaria_risk,3
541,ET041098,2,ETH,malaria_risk,3
542,ET041099,2,ETH,malaria_risk,3
543,ET041104,1,ETH,malaria_risk,3
544,ET041106,1,ETH,malaria_risk,3
545,ET041109,0,ETH,malaria_risk,3
546,ET041110,0,ETH,malaria_risk,3
547,ET041111,2,ETH,malaria_risk,3
548,ET041112,2,ETH,malaria_risk,3
549,ET041113,2,ETH,malaria_risk,3
550,ET041114,2,ETH,malaria_risk,3
551,ET041115,2,ETH,malaria_risk,3
552,ET041116,1,ETH,malaria_risk,3
553,ET041119,0,ETH,malaria_risk,3
554,ET041120,0,ETH,malaria_risk,3
555,ET041122,0,ETH,malaria_risk,3
556,ET041207,1,ETH,malaria_risk,3
557,ET041208,1,ETH,malaria_risk,3
558,ET041210,1,ETH,malaria_risk,3
559,ET041211,1,ETH,malaria_risk,3
560,ET041212,2,ETH,malaria_risk,3
561,ET041216,1,ETH,malaria_risk,3
562,ET041219,1,ETH,malaria_risk,3
563,ET041220,1,ETH,malaria_risk,3
564,ET041223,2,ETH,malaria_risk,3
565,ET041290,1,ETH,malaria_risk,3
566,ET041291,1,ETH,malaria_risk,3
567,ET041295,2,ETH,malaria_risk,3
568,ET041296,1,ETH,malaria_risk,3
569,ET041298,1,ETH,malaria_risk,3
570,ET041301,2,ETH,malaria_risk,3
571,ET041302,1,ETH,malaria_risk,3
572,ET041303,2,ETH,malaria_risk,3
573,ET041304,2,ETH,malaria_risk,3
574,ET041305,2,ETH,malaria_risk,3
575,ET041307,1,ETH,malaria_risk,3
576,ET041308,2,ETH,malaria_risk,3
577,ET041309,2,ETH,malaria_risk,3
578,ET041310,1,ETH,malaria_risk,3
579,ET041311,2,ETH,malaria_risk,3
580,ET041312,2,ETH,malaria_risk,3
581,ET041314,2,ETH,malaria_risk,3
582,ET041401,2,ETH,malaria_risk,3
583,ET041402,0,ETH,malaria_risk,3
584,ET041403,2,ETH,malaria_risk,3
585,ET041404,2,ETH,malaria_risk,3
586,ET041405,2,ETH,malaria_risk,3
587,ET041407,1,ETH,malaria_risk,3
588,ET041408,0,ETH,malaria_risk,3
589,ET041409,2,ETH,malaria_risk,3
590,ET041410,2,ETH,malaria_risk,3
591,ET041411,1,ETH,malaria_risk,3
592,ET041412,2,ETH,malaria_risk,3
593,ET041413,2,ETH,malaria_risk,3
594,ET041414,1,ETH,malaria_risk,3
595,ET041482,2,ETH,malaria_risk,3
596,ET041490,1,ETH,malaria_risk,3
597,ET041492,2,ETH,malaria_risk,3
598,ET041497,2,ETH,malaria_risk,3
599,ET041499,2,ETH,malaria_risk,3
600,ET041501,2,ETH,malaria_risk,3
601,ET041502,2,ETH,malaria_risk,3
602,ET041509,2,ETH,malaria_risk,3
603,ET041513,2,ETH,malaria_risk,3
604,ET041515,2,ETH,malaria_risk,3
605,ET041517,2,ETH,malaria_risk,3
606,ET041518,2,ETH,malaria_risk,3
607,ET041587,2,ETH,malaria_risk,3
608,ET041594,2,ETH,malaria_risk,3
609,ET041596,2,ETH,malaria_risk,3
610,ET041603,2,ETH,malaria_risk,3
611,ET041604,2,ETH,malaria_risk,3
612,ET041605,2,ETH,malaria_risk,3
613,ET041606,2,ETH,malaria_risk,3
614,ET041607,2,ETH,malaria_risk,3
615,ET041608,2,ETH,malaria_risk,3
616,ET041618,2,ETH,malaria_risk,3
617,ET041621,2,ETH,malaria_risk,3
618,ET041622,2,ETH,malaria_risk,3
619,ET041623,2,ETH,malaria_risk,3
620,ET041700,0,ETH,malaria_risk,3
621,ET041701,2,ETH,malaria_risk,3
622,ET041702,2,ETH,malaria_risk,3
623,ET041703,2,ETH,malaria_risk,3
624,ET041704,0,ETH,malaria_risk,3
625,ET041705,0,ETH,malaria_risk,3
626,ET041706,0,ETH,malaria_risk,3
627,ET041707,0,ETH,malaria_risk,3
628,ET041708,0,ETH,malaria_risk,3
629,ET041709,1,ETH,malaria_risk,3
630,ET041710,0,ETH,malaria_risk,3
631,ET041711,2,ETH,malaria_risk,3
632,ET041712,2,ETH,malaria_risk,3
633,ET041783,2,ETH,malaria_risk,3
