fid,name,lat,lon,type,report_date
11343,Mayhibay,14.248,37.640,,
11465,Enda-Gubei,14.225,37.605,,
11535,Ankere,14.381,37.928,,
11609,BelowFTC,14.467,37.884,,
11611,Lese,14.450,37.859,,
11650,Thti-Aye,14.342,37.839,,
11655,Endaye,14.377,37.565,,
11656,Endatsatse,14.269,37.938,,
11657,Endatsatse,14.389,37.909,,
11658,Mana,14.211,37.571,,
11660,Gezaezir,14.241,37.603,,
11661,Maekeladi,14.195,37.769,,
11662,Laelay Endaslassie,14.191,37.767,,
11663,Mayaye,14.146,37.707,,
11664,Endagindae,14.247,37.764,,
11665,Jaefer,14.371,37.687,,
11666,Tsehayo,14.261,37.831,,
11668,Maychikura,14.258,37.819,,
11670,Maylemlem,14.271,37.817,,
11671,Zana,14.293,37.821,,
11672,Jekjek,14.286,37.941,,
11673,Gerebhadushadi,14.699,37.843,,
11674,Gereb Biara,14.649,37.920,,
11864,Debretawr,14.255,37.627,,
12329,Adiwelo,14.344,37.614,,
12330,Elawelderufael,14.427,37.596,,
12331,Gratyaredweditewelday,14.429,37.593,,
12332,Tiqabettmhrti,14.412,37.595,,
12333,Tiqabettmhrti,14.434,37.611,,
12334,Mekabirambesa,14.401,37.602,,
12335,Chinchea,14.405,37.627,,
12336,Thtibetekrstian,14.411,37.636,,
12338,Kebabi geza Mehari Kahsay,14.349,37.739,,
12339,Ela-Tewelde G/meskel,14.414,37.673,,
12340,Shiebetgeldios1,14.343,37.664,,
12342,Mesagir,14.355,37.675,,
12344,Gezagenak,14.375,37.717,,
12346,Enda-Aye/Lese Hagos Gebrhiet/,14.454,37.664,,
12351,Elagedam2,14.317,37.868,,
12353,Endaseba,14.350,37.816,,
12355,Hawelti,14.252,37.818,,
12356,Rubalaci,14.237,37.815,,
12358,Ela-Weldihet,14.650,37.909,,
12363,Charbay Hammer,14.259,37.821,,
12366,May Ayi,14.327,37.830,,
12367,May Adgi,14.330,37.819,,
12373,Thtiendabahre,14.221,37.725,,
12374,Endagabr,14.197,37.720,,
12376,Mengediwelkayt,14.141,37.706,,
12377,Enda-Nhbi,14.272,37.763,,
12378,Wuhdet,14.284,37.775,,
12380,Ela-Klte,14.253,37.665,,
12381,Gobo Ayi,14.366,37.808,,
12382,Abrhaley Tesfay kebedew grat,14.342,37.931,,
12383,Mkulay Shekat,14.362,37.918,,
12384,Enda-Cheia,14.386,37.936,,
12385,Endaberbere,14.369,37.943,,
12386,Mekarm/Endamengstu kebabi,14.388,37.480,,
12388,Ela-Hamasyen,14.259,37.936,,
12389,Mguetsats,14.302,37.941,,
12390,Adiweferti,14.321,37.908,,
12392,Elabrhane,14.292,37.884,,
12393,Endaberabre1,14.331,37.915,,
12394,Engona,14.386,37.488,,
12396,Berabre,14.297,37.872,,
12627,Ela-Abrha,14.340,37.765,,
12628,Ruba Shewit,14.320,37.764,,
13034,Awuhi,14.280,37.955,,
13144,Enda Gindae,14.274,37.626,,
13145,Debretabur /Wagay Kidane Grat/,14.263,37.636,,
13146,Grat Yeibyo Kidane /Kebabi Dima/,14.223,37.583,,
13147,Mai Hanse /Grat G/Medhin Baraki/,14.304,37.955,,
13148,Grat Daboy Gebrehiet,14.295,37.950,,
13149,Grat Kahsay Gdey,14.270,37.939,,
13150,Mai Dma/Grat Teshale Hagos/,14.315,37.968,,
13152,Tahtay Zana /Lese Daboy W/Chiel/,14.282,37.873,,
13153,Grat Mekonen G/Zihier,14.340,37.919,,
13154,Ela Daboy Tetemke,14.307,37.877,,
13155,Enda Ayayu,14.327,37.878,,
13162,Grat Meles Tegeje,14.261,37.735,,
13163,Abi Ruba,14.346,37.677,,
13166,Dgub Endabo Hamer,14.441,37.869,,
13167,Mdmar/Seger Brhane Egela Grat/,14.376,37.558,,
13168,Lese Endamentsegeba /Grat Birhane G/Zihier/,14.422,37.896,,
13169,Angolo,14.433,37.887,,
13170,Mezerbei,14.490,37.762,,
13171,Enda-Aye /Thti Endamaryam Nebar Sbh/,14.466,37.754,,
13172,Mai Harmaz 1,14.390,37.863,,
13174,Medagul /Thti Grat Masho Tsegay/,14.560,37.878,,
13179,Mai Hanse,14.353,37.812,,
13424,School Adi Aser/Grat G/Medhn Aregay/,14.230,37.594,,
14117,Mai Hagay,14.251,37.870,,
14118,Grat Asmerom Haile Gabr,14.260,37.871,,
15745,Thtifelsi,14.326,37.830,,
15754,Elaaslam 2,14.369,37.908,,
15774,Mayfahru,14.355,37.919,,
15775,Endahayetse,14.382,37.902,,
15805,Gualgemahlo,14.524,37.777,,
15806,Ruba Dgub,14.431,37.708,,
15838,Lese Haftu,14.467,37.887,,
16104,Erdiweyane1,14.407,37.713,,
16111,Erdiweyane2,14.408,37.713,,
16185,Kuluferha2,14.381,37.875,,
16189,Laelay Geza,14.340,37.919,,
16190,Mai Teweldsh,14.283,37.720,,
16191,Gujile,14.384,37.882,,
16202,Adisheka,14.482,37.895,,
16203,Shimblina Primary School,14.464,37.882,,
16206,Miflahbun,14.266,37.706,,
16208,Laelay Mai Gif,14.334,37.914,,
16211,Dugub (Bahta Grat),14.199,37.578,,
16212,Rubashewit2,14.320,37.768,,
16213,Endagindae,14.262,37.776,,
16216,Mender 2,14.314,37.823,,
16217,Mai Lemlem,14.272,37.810,,
16218,Ela Gedam,14.316,37.850,,
16219,Grat Shumay Ftwie,14.360,37.816,,
16221,Af Kola,14.572,37.883,,
16222,Kefer Dima,14.452,37.714,,
16224,Lesse,14.573,37.882,,
16231,Grat Gebre medhin Gebre kidan,14.287,37.885,,
16238,Mesagr,14.343,37.927,,
16243,Shaeket,14.384,37.881,,
16245,Kontera Temben,14.396,37.888,,
16255,Lasi,14.241,37.812,,
16258,Gobo Endaboy Araya,14.278,37.780,,
16311,Meriet,14.265,37.762,,
16625,Hamer,14.258,37.817,,
16626,Mai Hanse,14.350,37.813,,
16629,Enda Methan,14.209,37.559,,
16631,Kerano kudo,14.414,37.485,,
16632,Endagobay,14.407,37.490,,
16637,Digub Hanse,14.449,37.824,,
16638,Endagindae,14.350,37.811,,
16677,Mai Harmaz Elementary School,14.387,37.878,,
16747,Mai kowhi,14.161,37.713,,
16977,Ela Medebay,14.246,37.724,,
16983,Geza kelati,14.208,37.721,,
17009,Melhis,14.351,37.897,,
17611,Elakeshi,14.321,37.740,,
17738,Shiebet,14.340,37.663,,
17739,Gubo hamle,14.303,37.906,,
17861,Endaashera,14.269,37.826,,
17941,Ketema,14.228,37.589,,
17954,Endagaba,14.161,37.713,,
17978,Adihdrom 3,14.307,37.820,,
17979,Eladebesay,14.334,37.635,,
17987,Laelay zana,14.287,37.883,,
18041,Mekabr ambesa,14.400,37.601,,
18250,Lemlem,14.230,37.595,,
18299,Sefa,14.354,37.851,,
18307,Tahtayendaslassie,14.175,37.767,,
18312,Elagebrihet,14.263,37.829,,
18315,Endachea,14.171,37.770,,
18316,Eladebesay,14.334,37.635,,
18317,Mesagir Gemel,14.534,37.880,,
18508,Chokmati,14.446,37.750,,
1822,Maychimaqo,13.773,38.480,,
2230,Mai Siwaria,13.993,38.434,,
3924,Mafa,13.903,38.534,,
4135,Abyi ruba,13.895,38.457,,
4325,Mayaki,13.987,38.433,,
4451,Mai Sagla 2,13.837,38.391,,
4520,Mai Telie,13.840,38.453,,
4631,Adikerfeso,13.856,38.434,,
4727,Adi-Hadago,13.963,38.450,,
5006,May Emba lshae,13.903,38.517,,
5302,Mai Melhso,13.823,38.426,,
5355,May Alekity,13.936,38.475,,
5416,Daero Mai Godae,13.963,38.427,,
5847,Maydadde,14.009,38.441,,
6008,Meret Eslam,13.858,38.464,,
6436,Adi Mruwa,13.957,38.446,,
6493,Mai Kodo,13.852,38.461,,
7203,Shina,13.839,38.449,,
7951,Mai Mezewir,13.937,38.473,,
7952,Adi bego,13.920,38.510,,
9323,May filipos,13.899,38.439,,
9355,May alekity,13.936,38.475,,
9359,Ezgi hatsera,14.027,38.436,,
10476,Mai Gudguad,13.933,38.488,,
10502,Mai Liham,13.905,38.493,,
10516,Sewhidyden,13.960,38.446,,
10517,May-Hagy,14.029,38.434,,
10518,Ezgi-Hatsea,14.027,38.436,,
10519,May Gaset,14.015,38.431,,
10522,Ruba Adimahara,13.997,38.446,,
10523,Maytsahli,13.998,38.445,,
10524,Maykuhle,13.980,38.447,,
10525,Mayansti,14.030,38.447,,
10526,Maysagla,14.033,38.429,,
10527,Mayguhmi,13.969,38.430,,
10528,Sehiadigamat,13.981,38.430,,
10529,Sehiadigamat,13.978,38.430,,
10530,Mayliham,13.982,38.429,,
10531,Mayshweit,13.987,38.421,,
10549,Sewhi Adi Agamat Primary,13.980,38.428,,
10659,May Ayni School,13.839,38.481,,
10661,Rubaadiqeshi,13.849,38.444,,
10664,Daero,13.855,38.446,,
10776,Maydaero,13.841,38.476,,
10836,Silene,13.762,38.465,,
10837,May Adi Kifle,13.901,38.530,,
10838,Sewhi (Adigidey),13.876,38.465,,
10908,May Tiemity,13.964,38.470,,
10909,May Sinsila,13.904,38.498,,
11044,May Filipos,13.899,38.439,,
11045,May Liham 2,13.889,38.460,,
11050,May Deki Ara,13.886,38.432,,
12036,Sewhi,13.936,38.465,,
12324,may Lilay,14.023,38.441,,
12582,May gudgad,13.857,38.348,,
12586,Chign tabia,13.891,38.377,,
12587,May E/firew,13.878,38.371,,
12588,May zegaru,13.899,38.371,,
12866,Mabagodo,13.866,38.433,,
12869,Mai Tsergi,13.968,38.426,,
12871,Mai Afras,13.942,38.434,,
12878,Adi Regah,13.875,38.431,,
12879,Mai Gundi 2,13.881,38.430,,
12881,Tsegedena Elementary,13.852,38.393,,
13067,Mai Aye 1,13.842,38.477,,
13425,Mensig Primary,13.951,38.423,,
13821,Enda gorsi,13.862,38.437,,
13877,Tukule FTC,13.858,38.440,,
13878,Ketema mai daero,13.861,38.436,,
13889,Adi Hshen,13.976,38.449,,
13890,Adi leko,13.954,38.447,,
14026,Mai Shintro,13.968,38.423,,
14054,Mai Daero,13.857,38.440,,
14222,Mai Aghum,13.833,38.426,,
14367,Golgol Anzasye,13.824,38.446,,
14609,May-Daro 2,13.865,38.431,,
14610,May-Ezgyhatsera,13.868,38.432,,
14611,May-Fetata,13.844,38.446,,
14613,May-Alekto,13.861,38.444,,
14747,Embalars (Embalats),14.009,38.436,,
14767,Ela 2,13.817,38.478,,
14768,May Agam 1,13.845,38.485,,
14893,Mai Afras,13.942,38.446,,
14894,Mai Siye,13.933,38.442,,
15580,Meila,14.024,38.435,,
15582,Grarto,14.020,38.448,,
15600,Endaharya,13.860,38.463,,
15602,mayliham,13.891,38.442,,
15697,May Kodo,13.885,38.430,,
15800,sewhi adiagamat,13.979,38.426,,
16062,May Feres,13.970,38.427,,
16063,Golgo Hetsiri,13.934,38.489,,
16268,embalats school,14.009,38.436,,
16535,Msgar Arut,13.913,38.438,,
16536,Hatsebo,13.948,38.446,,
16538,Mai Alekto,13.861,38.444,,
16655,Adi Hagodo,13.968,38.453,,
16656,Mai Daero,13.966,38.441,,
16723,Mai sirak,13.920,38.520,,
16724,Mai kremto,13.927,38.500,,
17055,Sewhiadiagamat,13.981,38.430,,
17062,may hagay,14.029,38.433,,
17076,May aki,13.987,38.433,,
17077,Mayafras,13.942,38.446,,
17104,May sagla,14.033,38.429,,
17132,Rubaadimhara,13.997,38.446,,
17147,may tiemity,13.964,38.470,,
17384,Abiy Ruba,13.895,38.457,,
17491,Mai Shigurti,13.936,38.489,,
17502,Maylilay,14.023,38.441,,
17504,Tikule,13.858,38.441,,
17644,May liham 2,13.889,38.460,,
17808,sewhi Adi agamat primary school,13.980,38.429,,
18375,Mai Sagla,14.032,38.430,,
18438,embalats school,14.009,38.436,,
181,Mai Ayni,14.043,38.267,,
196,Ketema,14.074,38.394,,
292,tserhi,14.050,38.368,,
545,Gubale,14.082,38.224,,
696,mayfilfalo,14.090,38.331,,
888,Mlhay,14.006,38.371,,
1923,Gudfay,14.193,38.337,,
2318,Adi saelu e/tary school,14.045,38.322,,
2500,Mayadi,14.041,38.330,,
2507,Netaet,14.070,38.402,,
2772,Mai Tsaeda,14.035,38.272,,
2852,Adi buruk,14.202,38.247,,
3189,Dabasaelu,14.182,38.361,,
3289,Mai Ela,14.252,38.302,,
3344,Daba shila,14.216,38.292,,
3879,endawelu,14.088,38.358,,
4049,sewhibadigo,14.092,38.364,,
4105,May shibti,14.108,38.221,,
4156,mkuat werki,14.166,38.326,,
4212,Adiquolanquil,14.301,38.411,,
4220,May mura,14.109,38.210,,
4238,Mai erar,14.171,38.277,,
4330,Mai tsaeda (school),14.227,38.294,,
4389,M/Chew Adimu,14.215,38.320,,
4452,Mai Tsaeda,14.226,38.293,,
4502,Mayliham,14.001,38.365,,
4559,Ma'areda,14.055,38.407,,
4594,Adi tselga,14.178,38.256,,
4607,Qetin Qalay,14.041,38.392,,
4616,Girat Selatan,14.066,38.406,,
4633,Esra Besra,14.047,38.425,,
4649,Kelkel may Sewhi,14.074,38.351,,
4720,Daero abeto,14.049,38.432,,
4759,Mai golgol,14.068,38.244,,
4851,Aditeatelo,14.166,38.307,,
4867,Genio,14.026,38.231,,
4957,Adi kokob mimhdar,14.198,38.248,,
4970,Adi Abo Ali,14.197,38.296,,
5108,Cheguar Daero 1,14.326,38.391,,
5109,Mai kromto,14.066,38.351,,
5188,Endachugono,14.356,38.415,,
5264,Hamsagurda,14.105,38.328,,
5333,Gadiy,14.074,38.250,,
5385,M/Agam,14.141,38.320,,
5458,Ketema Selam,14.078,38.335,,
5496,Mai kurmto,14.172,38.341,,
5513,May Hagay,14.108,38.194,,
5569,Kerni Herish,14.142,38.335,,
5582,K/Achumay,14.072,38.255,,
5601,Thtiendatsegay,14.090,38.350,,
5612,Mingrgaradgi,14.089,38.358,,
5712,mkuat werki,14.166,38.326,,
5911,May Chew,14.225,38.327,,
5916,M/Agaba,14.162,38.385,,
5975,Mai kerni,14.126,38.307,,
6020,E/michael,14.111,38.345,,
6043,Mai Shukey,14.336,38.411,,
6102,May tsaeda,14.034,38.272,,
6167,Mayhamashen,14.076,38.396,,
6203,mngrgar adgi,14.090,38.358,,
6207,May Bari,14.043,38.412,,
6211,Adi saelu,14.034,38.317,,
6218,Lemin,14.073,38.394,,
6256,Mayamak,14.114,38.346,,
6319,Sewhibadigo,14.092,38.364,,
6355,Maygudgad,14.053,38.397,,
6379,May tsebarit,14.091,38.381,,
6386,Mai guna guna,14.042,38.437,,
6440,Hayellom,14.020,38.228,,
6510,Argizana,14.105,38.338,,
6624,Zengi Sheka,14.072,38.231,,
7293,Lihamat,14.174,38.228,,
7387,Mai beratu,14.201,38.330,,
7896,Mai neteba,14.164,38.293,,
8084,Emritseba,13.999,38.336,,
9019,Melhs2,14.040,38.271,,
9060,Gofgaf Aye,14.192,38.231,,
9612,Mai Sagla,14.050,38.238,,
9613,Mai Kuho,14.112,38.211,,
9679,Ketema,14.074,38.394,,
9821,Mai tsetsaeta,14.144,38.325,,
9834,Enda agam,14.088,38.394,,
9865,Girat aki,14.048,38.430,,
9866,Amiam gimel,14.035,38.421,,
10019,Mai Hanasi,14.268,38.413,,
10054,Geza Grach,14.085,38.391,,
10056,Mai Kurmto,14.088,38.345,,
10380,Adi Wojero,14.107,38.189,,
10393,Ruba May Dimu,14.098,38.211,,
10408,Cheanadug,14.123,38.332,,
10427,Mayfilfalo,14.125,38.337,,
10626,Wihabit,14.026,38.420,,
11536,Feleg EnkoLlihem,14.032,38.412,,
11537,May Fida lba,14.085,38.393,,
11538,Hermaz Emini,14.036,38.363,,
11539,Tselim Bat,14.028,38.363,,
11563,Adisumandi,14.221,38.296,,
11571,Mai Gundo,14.299,38.417,,
11842,Adi Etiye,14.040,38.415,,
11862,Sewihi,14.080,38.386,,
11975,Egri eda,14.020,38.219,,
12013,kasa elementary schoo!,14.152,38.323,,
12050,argzana,14.105,38.338,,
12168,M/Zawuoy,14.049,38.272,,
12177,"093.124",14.079,38.333,,
12179,M/Ayni,14.042,38.266,,
12216,may hagay,14.108,38.194,,
12257,may bokaru,14.053,38.397,,
12262,tsahlo,14.086,38.363,,
12282,Ruba-hutsa,14.136,38.289,,
12285,Zengi sheka,14.072,38.231,,
12289,M/Zawuoy,14.049,38.272,,
12297,may sye,14.147,38.256,,
12361,may gudgad,14.090,38.329,,
12455,M/sye,14.061,38.413,,
13042,Mai Teteale,14.375,38.421,,
13043,Cheguar Daero 2,14.325,38.390,,
13046,Mekabir Eumer,14.302,38.419,,
13050,Golgol liham,14.032,38.415,,
13383,Mai Chu'Eu,14.221,38.280,,
13414,Mai Liham,14.230,38.295,,
13790,Esra Besra,14.176,38.353,,
13791,Egri Meskelo,14.178,38.345,,
13794,Emba Teza,14.169,38.291,,
13795,Adi Tselawa,14.146,38.306,,
13796,Extention,14.159,38.309,,
13797,Mai Gaka,14.161,38.328,,
13798,Mai Aleqto,14.088,38.234,,
13799,Adi Keshi,14.029,38.372,,
13800,Dirieto,14.177,38.374,,
13801,Mhnbas kelbi,14.201,38.232,,
13802,Mai shim,14.106,38.312,,
13803,Adi Menabr,14.051,38.417,,
13805,Mai Guhmi,14.183,38.377,,
13806,Mekayh,14.160,38.382,,
13807,Sewhi,14.162,38.380,,
13808,Meskelo,14.173,38.378,,
13809,Mai sagla,14.186,38.254,,
13811,Ketema Selam,14.076,38.336,,
13812,Mai korar,14.077,38.262,,
13813,Adi ambosey,14.069,38.263,,
13814,Dabre,14.065,38.327,,
13818,Mai lihem,14.086,38.194,,
13819,Mai Argab,14.178,38.313,,
13820,Enda giwergis,14.104,38.245,,
13950,Adi emblu school,14.143,38.239,,
13993,Mai Anisti,14.220,38.338,,
13994,Gereb Sagla,14.216,38.314,,
13995,Adi Mokadi,14.211,38.328,,
13996,Mai Tselim,14.086,38.377,,
13997,Grat gihe,14.124,38.368,,
13999,Mai Fesawit,14.182,38.213,,
14000,Gubata,14.147,38.225,,
14001,Sibta,14.153,38.226,,
14014,Mai timket,14.256,38.302,,
14018,Fikya,14.240,38.297,,
14021,Mai Hutsa,14.242,38.309,,
14047,Mai Amete,14.254,38.287,,
14090,Adi negeray (hamlo),14.226,38.284,,
14120,Mai Siray,14.236,38.287,,
14653,Ela,14.178,38.233,,
14654,Denabi,14.174,38.215,,
14655,Endaqare,14.180,38.199,,
14656,May Kado,14.145,38.332,,
14686,Beles Ketema,14.072,38.398,,
14687,Mai Guagua,14.041,38.439,,
14742,Meskolo Elementary,14.082,38.386,,
14743,Adi Birki Elementary,14.048,38.422,,
14744,Achemo Satellite Elementary,14.092,38.351,,
14765,may shekye,14.123,38.256,,
14775,kokya,14.099,38.325,,
14800,May Beqaru,14.053,38.397,,
14801,May Agam 2,14.076,38.363,,
14802,May Tafat,14.084,38.345,,
14876,may shekye,14.122,38.256,,
14895,Gawlo,14.121,38.321,,
14896,Teneba,14.115,38.307,,
14945,May tabiya,14.161,38.308,,
14958,Mai Agam 4,14.147,38.324,,
15049,Abi-Momona,14.127,38.325,,
15062,Mayberbere,14.124,38.311,,
15097,Mayberbere,14.124,38.310,,
15104,Kerkea,14.128,38.323,,
15176,Kasa Elementary,14.152,38.324,,
15191,Ruba-Hutsa,14.136,38.289,,
15195,Maywediwerku,14.128,38.321,,
15197,Endamamas,14.079,38.404,,
15198,Zegebray,14.080,38.406,,
15200,Grakicha,14.083,38.399,,
15201,Maytsebarit,14.091,38.381,,
15202,Mayhamashen,14.076,38.396,,
15203,Endaetayromhay,14.032,38.376,,
15204,Mayfilfallo,14.090,38.331,,
15205,Tsahlo,14.086,38.363,,
15206,Endawelu,14.088,38.358,,
15207,M/Tabia,14.161,38.308,,
15208,Mikuat Worki,14.166,38.326,,
15212,Wembro,14.146,38.385,,
15213,Aye Kulu,14.057,38.431,,
15214,M/Siye,14.061,38.413,,
15216,M/Hilka,14.044,38.416,,
15217,Kokoya,14.099,38.325,,
15218,Gezabercha,14.066,38.400,,
15219,Maykumbro,14.048,38.366,,
15220,Endaliham,14.053,38.404,,
15221,Endamamas,14.076,38.399,,
15222,Mayhutsa,14.078,38.399,,
15224,Lialithno,14.080,38.323,,
15225,Adikoblila,14.080,38.323,,
15226,Gaday,14.075,38.249,,
15227,M/Temen,14.079,38.245,,
15228,May Sira,14.118,38.233,,
15229,M/Kasim,14.130,38.231,,
15230,M/Chilmi,14.129,38.241,,
15231,M/Shekye,14.123,38.256,,
15232,M/Terembeza,14.076,38.304,,
15233,M/Megoseyti,14.063,38.300,,
15234,M/hagay,14.134,38.249,,
15236,M/Tselewado,14.140,38.274,,
15237,M/Shigurti,14.154,38.373,,
15238,Dingur,14.128,38.383,,
15240,May Tsaeda,14.034,38.272,,
15241,M/Ayni,14.043,38.266,,
15243,M/Zawuoy,14.049,38.272,,
15244,E/Gabir,14.190,38.379,,
15245,Maykuchabo,14.119,38.313,,
15246,Mayfilfalo,14.088,38.329,,
15247,Mayliham 2,14.045,38.323,,
15248,M/Girnigur,14.122,38.246,,
15249,M/siye,14.147,38.255,,
15250,Golgol Liham,14.032,38.415,,
15251,A/Berik,14.052,38.437,,
15301,Adisealu Elementary,14.046,38.322,,
15302,Maydrasha Elementary,14.108,38.323,,
15303,Dokakua Elementary,14.050,38.397,,
15304,Fana,14.163,38.384,,
15305,Adimanabir,14.048,38.411,,
15308,Maydrasha,14.111,38.322,,
15326,Godifey,14.188,38.336,,
15331,Felahit,14.009,38.237,,
15332,Sewuhi,14.006,38.369,,
15333,Adi Kiray,14.212,38.313,,
15335,M/ketin Kalay,14.235,38.358,,
15336,May Atkaro,14.254,38.344,,
15337,May Gawuye,14.230,38.333,,
15339,Mytekli,13.997,38.337,,
15340,Shinkuro,14.001,38.335,,
15341,Mytabro,13.994,38.360,,
15342,Myliham,14.001,38.365,,
15343,Mayshbti,14.108,38.221,,
15344,May Mura,14.109,38.210,,
15345,May Siye,14.060,38.219,,
15347,Aynitekli,14.004,38.353,,
15348,Egri Deda,14.020,38.219,,
15350,Felahit,13.997,38.236,,
15352,May Mura,14.001,38.335,,
15496,May Bzhti,14.235,38.292,,
16038,Mlhay,14.006,38.371,,
16039,Adi Shelomay,14.203,38.321,,
16056,Enda Ananikas,14.220,38.296,,
16084,tihtiendatsegay,14.090,38.350,,
16141,Kokeya,14.212,38.286,,
16179,Mai abay,14.168,38.370,,
16205,Mai Ela,14.253,38.307,,
16248,E/Gabir,14.190,38.379,,
16414,gaday,14.075,38.249,,
16416,May tafat,14.084,38.345,,
16466,k/Achumay,14.071,38.255,,
16481,Hibret sirah mahber,14.077,38.344,,
16483,Enda gundi,14.072,38.363,,
16484,Mai kudo,14.094,38.352,,
16486,Endashekalo,14.074,38.402,,
16487,Adi shinkurfu,14.037,38.385,,
16488,Extension,14.050,38.422,,
16489,Mai kromto,14.035,38.406,,
16491,Kisehe,14.094,38.193,,
16492,Mariyam heregeweyi,14.059,38.222,,
16495,Gubale( kebabi nega welde kidan),14.068,38.221,,
16496,Laelay Mai Heramz,14.072,38.256,,
16497,Mai sira,14.118,38.233,,
16498,Adi kedida,14.139,38.253,,
16499,Mai chew,14.102,38.182,,
16500,Mai zegaf,14.087,38.303,,
16502,Miesar gama ( 20 b 20),14.084,38.256,,
16503,Adi Areb,14.215,38.335,,
16505,Adi hense,14.230,38.366,,
16507,Kelebet elementary school,14.168,38.295,,
16508,Adi adi,14.176,38.282,,
16510,Mai shiten,14.202,38.272,,
16511,Endaba selama,14.187,38.264,,
16513,Kokeye,14.220,38.231,,
16514,Ziben gereb,14.026,38.364,,
16517,Abiaki,14.173,38.322,,
16530,Debre bizen,14.193,38.268,,
16579,Egri adikeshi,14.154,38.316,,
16597,Enda Amneabiyezigi,14.133,38.261,,
16622,Mai tselebadi,14.136,38.275,,
16645,Enda chiendog,14.075,38.337,,
16661,Grat deki alazar,14.156,38.369,,
16665,Melhis,14.040,38.270,,
16666,20 b 20,14.188,38.266,,
16813,Mai gada,14.148,38.330,,
16816,Mesanu,14.146,38.332,,
16927,Semhal,14.091,38.325,,
16947,Adiwao(Wakro),14.109,38.324,,
16948,Mai Gurungur,14.071,38.401,,
16958,Da Kahsay Thanit,14.110,38.324,,
16959,Mai Bease,14.118,38.312,,
17008,Endaliham,14.054,38.404,,
