name,type,lat,lon
Ferdiz Medical Clinic,clinic,14.964132652921501,120.628747554551
Amethyst V. Castro Birthing Home-Main Branch,clinic,15.095829869955098,120.766769252805
Imus Family Hospital,hospital,14.432440539068901,120.94629604009899
De Luna-Cruz Dental Clinic,hospital,15.1449762372036,120.97829269817801
Dra. Marion G. Aguilar Pediatrician,clinic,15.214943251935198,120.660554865438
De'nice Smile Dental Clinic,clinic,13.8522724425836,121.20397451911501
Nuat Thai,clinic,13.1411072694368,123.74801674564199
Unknown,clinic,11.143515676594602,123.017141527183
Estanislao Family Clinic,clinic,13.029141471568801,123.443461886394
Kiddie Friends Clinic,clinic,13.756149531361,121.060015248291
ARO Aesthetic & Medical Center,clinic,14.6564832788409,120.983746634935
P. Bernardo Health Center and Social Hygiene Clinic,clinic,14.6279592432462,121.046669833516
Velasquez Dental Clinic,clinic,14.329101898861401,120.938389726111
Kalayaan Health Center,clinic,14.615538771485697,121.017677836267
North Cebu Surgical Clinic,clinic,11.0506505596785,124.00429075296302
Unknown,clinic,7.372445135754759,125.497090273808
Accuhealth Diagnostics,clinic,14.449146761741199,120.978892926264
Ipil Rural Health Unit,clinic,7.784706528773089,122.587005977104
Poblacion Health Center,clinic,7.98414377268404,126.02980782969401
OWWA-MOPH Hospital,hospital,8.57167042578442,124.46715805403
Malimono District Hospital,hospital,9.623631125292551,125.401972352775
Emergency,hospital,16.1652678434083,119.98586337631201
Toledo Hospital,hospital,14.1433328568174,120.956065064428
Andot Medical Clinic,clinic,8.18894618899731,124.01886914569599
Avs Medical Clinic,clinic,14.577759354587801,120.98016018620501
Bahit Health Center,clinic,11.4784999456667,122.79506995958
Munoz Clinic,hospital,15.0197025754861,120.700201351267
Tetuan Health Center,clinic,6.91835209474931,122.09021996374099
San Marcelino District Hospital,hospital,14.9598563735605,120.168145881912
Lake Sebu Community Health Care Complex,hospital,6.22877803362522,124.719015385112
Dangcagan RHU,clinic,7.612628487372769,125.002832326261
Lapi Barangay Health Center,clinic,17.7130975760719,121.89673479309299
navallo medical clinic and diabetes care,clinic,15.4979047360466,120.965844147042
St. Martin Polyclinic. Inc,clinic,14.578102593522802,120.988055268442
Razo Medical Hospital,hospital,6.89591692507702,126.01144492386001
Gapan Medical Clinic,clinic,15.3077719913915,120.945108072962
Municipal Health Office,clinic,17.0864335539405,120.97684078491001
Kapalaran BHS,clinic,7.62044804866238,124.967712822516
Health Center,clinic,7.891855917439471,123.371301998154
Brgy. Tagbalogo BHS,clinic,8.41693755953526,124.34315425064301
Unknown,clinic,11.4657685891174,123.110107562213
Makabayan Health Center,clinic,14.5700391188508,121.03625607319401
TQM Multispecialty and Diagnostic Center,clinic,14.3449132695508,120.924298154315
Abquillan Clinic,hospital,14.661932521731998,120.958274366467
IHADS - International Health Aide Diagnostic Services Inc.,clinic,14.578415322330198,120.987238535797
Dr. Clariza Caballero's Dental Clinic,clinic,9.86616719331232,123.39393774676901
Isabela South Specialist Inc.,hospital,16.696223271791002,121.64233682334
Medical City,clinic,14.5819733564083,121.18171696197099
Health Alert Medical & Diagnostic Center,clinic,14.559926268852902,121.134910654451
Dra. Maila Gutierrez - Buyco,clinic,10.704364886738501,122.575638356201
Victoria Medics Family Clinic,clinic,14.580329916653099,121.010713145282
Burayan Health Station,clinic,11.210037393845699,125.01540568393601
Rabies Center Animal Bite Management,clinic,15.2172635303717,120.66930255486601
Crossroads Treatment and Rehabilitation;crossroads Treatment and Rehabilitation Center,hospital,14.5480688933476,121.132699592213
Pili-Magcalas Dental Clinic,clinic,14.9657754221245,120.633670078647
Lias' Clinica Hernandez,clinic,14.761894596065199,120.966504473374
Carlos-Simpao Optical,clinic,14.9643139534872,120.63364635786101
Novejas Lying-In,clinic,14.5317799218153,121.08196192064699
iScan Diagnostic Center,clinic,14.6230840769034,120.988969398802
Pardo Clinic,clinic,10.279211875182199,123.855602580007
BEMONC,hospital,12.8650855820578,121.455435721454
The Medical City,clinic,14.6041570689854,121.018000790996
Godsend Maternity Clinic,clinic,14.645175756183699,120.975338831681
Unknown,clinic,9.652914980409829,123.857860161807
Cabanatuan City MV Gallego Gen Hosp,hospital,15.476440693676,120.957764076202
Unknown,hospital,6.038699687521699,125.13875787817
Unknown,clinic,15.490179219710699,120.973203541847
Lu Clinic and Hospital,hospital,6.6896675408189,124.68118131820499
Clinica Caritas,clinic,14.5808799371393,121.181523675284
Lorena De Luna Ob-Gyne,clinic,13.47755786865,122.026438793552
medizone,hospital,14.5685691844913,121.085260786279
Health Center Lumbia District,clinic,7.829936619401879,123.44254306216801
Dela Cruz Ob-Gyn Clinic,clinic,14.554899054786501,121.077486738723
Best Diagnostic Corp,hospital,14.6447002508166,121.052040789431
Unknown,hospital,15.752979879756902,121.53796486210899
Duat Health Center,clinic,15.040715587647,120.616109656222
RUH,hospital,14.838561349822399,120.813633982191
Polymedical Taal,hospital,13.885982445490699,120.942048762123
Giron-Toledo Physical Therapy Clinic,clinic,14.215495343447198,120.970153032006
Limbo Hospital,hospital,8.150962840395241,125.12688642106701
Habilities Center for Intervention (Therapy Center),hospital,14.860513470414801,120.806326387547
Unified Pharmacy Diagnostic Clinic,clinic,16.4500457697565,120.590574942575
San Joaquin Health Center,clinic,15.0960693409288,120.76453706817101
F.A.S.T Lab cubao,clinic,14.6172455784289,121.06486744821999
Estacion Medical Clinic,clinic,6.4139425728122905,125.613785057627
Active Care EMS,hospital,10.7079824323292,122.56813822924101
Dumangas District Hospital,hospital,10.8284132818501,122.712236974934
Metro Rizal Doctors Hospital,hospital,14.582739294720302,121.11411548795401
Makilala Midway Hospital,hospital,6.95387803697895,125.095090677206
Medicus diagnostic,clinic,10.692061174889199,122.57342662341101
Unknown,clinic,14.8445863456425,120.814392879704
Felicity Skin Clinic,clinic,14.552810452153802,121.013567099493
Spinal Care,clinic,14.5535745464471,121.044211756591
Duya Medical Clinic,clinic,15.214781145927802,120.659670742291
FPOP Kawit Clinic,clinic,14.4389828659529,120.897074654817
Stanford Laboratory,clinic,10.3155316674615,123.890688556139
ADH-LENZ,clinic,16.1522335648784,119.97906095897301
Emmanuel hospital,hospital,15.1354245556232,120.96468283435699
Abucay health Center,hospital,14.7213611372416,120.535399220917
24hr Birthing Center,clinic,10.3379300405788,123.94311492973699
Highway Hills Health Center,clinic,14.581225187730999,121.048721723412
Clinica Dr. Lindo,clinic,13.8784996690706,120.91730052245
Tignapoloan Health Center,clinic,8.252587884317991,124.570963482425
Batanguenios Firing Range,hospital,13.8802013630529,121.13982144388201
Dr. Mercado Medical Clinic,clinic,14.7437802974788,121.64888904087
San Pedro Doctor's Hospital,hospital,14.3488641634306,121.064932743245
Barangay Pag-asa Health Center,clinic,14.826864739219802,120.286895573114
Irisan Health Center,clinic,16.418096217973,120.557851154396
St. Therese Dialysis and Laboratory Clinic,hospital,14.6583031576579,121.04540525578399
San Isidro Old BHS,clinic,8.295960880479669,124.80289283871201
"St. Magdalene Diagnostic Clinic, Inc.",clinic,14.620932442358802,121.062712544733
Dog and Cat Bite Treatment Center,clinic,13.9647688987414,121.529460750787
River of Life Medical Cllinic,clinic,13.1563024864239,123.751057616294
Unknown,hospital,11.109180299891698,125.38646692155199
Unknown,clinic,10.2741597668634,123.071511161213
Dr. Ramon B. Legaspi Sr. Memorial Hospital,hospital,11.7120778546698,122.293056320846
St. Cecilia Polyclinic,clinic,14.5791172229019,120.980545669932
TATAY,hospital,7.18277247376483,125.70971837020001
Villa Jose Ylanan Health Center,clinic,16.3619128239151,121.75399869339898
DIAGCARE,clinic,9.307498678467061,123.306487171665
Mother of Perpetual Help Hospital,hospital,15.1411609625171,120.595785552683
"NCCCD Nephrology Center Of Cebu City Dialysis, Inc",clinic,10.3182651737244,123.89972659469299
Dr. Conrado Medina Memorial Medical Clinic & Laboratory,clinic,13.4104984523103,121.179309344104
Burol Puericulture & Health Center,clinic,14.5893148977599,121.02741836212601
Belen Lying-in Clinic,clinic,13.452656994521199,123.366646353856
Dr. Acis Clinic,clinic,8.52593993553617,123.318569936547
Fetus UltraSound,clinic,9.317079445251471,123.301967481836
Dra. Jawad's Clinic,clinic,6.65766635651178,122.137225090005
Miniosa Clinic,clinic,14.5236079853163,121.057974087231
FPOP Naga Clinic,clinic,13.6257495814816,123.185493058251
Camp Evangelista Station Hospital,hospital,8.493867337414,124.623601499079
Dela Paza Health Center II,clinic,14.6193178363505,121.174303084795
Kolff Dialysis,clinic,14.0698271702041,121.312435340352
TB DOTS Center,clinic,13.469539572436199,123.27808609859
NCC,clinic,14.6569703512343,120.993122464187
Santa Lucia Barangay Health Center,clinic,15.093545046968998,120.780515657829
LGU Hospital,hospital,10.646800490313801,124.381756267518
Tudela Rural Health Unit,clinic,8.24322873505349,123.847835740888
Sagrada Familia Hospital,hospital,14.971901252239801,120.894567879035
The Medical City Clinic,clinic,14.6112435490234,121.07968665303001
San Joaquin Mother and Child Hospital,hospital,10.591924421693902,122.127417089826
Punzalan Clinic,clinic,14.6603664469431,120.956620616971
Fangonil Internal Medicine and Eye Clinic,hospital,16.5313950737216,120.394899664447
Balili -BHS,hospital,16.8744948690843,120.820380827512
Dra. Nedy Psychiatrist,clinic,14.5827369477874,121.046600934272
Unknown,clinic,11.555167872890301,122.72000834028098
Sea Landers Diagnostic and Treatment Center,clinic,14.5734141759827,120.984119126712
Horseshoe Pet Clinic,hospital,14.6390212599595,121.07333015293999
CARAGA Regional Hospital,hospital,9.78439988383599,125.48996884123301
Physician Surgeon,clinic,14.479890492934198,121.06098595649799
Unknown,clinic,7.00958114798499,125.503001191925
Lito Layug Dental Laboratory,hospital,14.962760535372,120.62666825583099
Unknown,clinic,9.076970022019449,126.197384621452
Royal Scepter Ultrasound,clinic,15.2172230457793,120.669712849026
Dayrit Dental Clinic,clinic,14.976099663720401,120.583664231047
Zam-Pen,hospital,6.93997665056568,122.092612829459
Maranding Community Hospital,hospital,7.92293995390133,123.77636995805
Tacloban Doctor's Medical Center,hospital,11.237092920004402,124.992100221257
St. Luke's Medical Center Extension Clinic,clinic,14.5791470624772,120.981847295676
San Rafael Health Station,clinic,14.963359422353802,120.634715469611
Health Index,clinic,14.424823736017098,120.948484638836
Capitol Medical Center,hospital,14.6343412243226,121.022669427245
Mandug Health Center,clinic,7.16488809078254,125.576641743361
Peguit Pediatric Clinic,clinic,9.06836876443987,126.20345663974899
Mangan-vaca Health Center,clinic,14.888839944551599,120.237897397913
Laoag City General Hospital,hospital,18.187979078052198,120.57701822002
Dr. Aldy Reyes Buan-Lazaro Medical Clinic: Internal Medicine,clinic,14.181617870114698,121.240934688797
Talisay Municipal Health Office,clinic,14.135122782659,122.924768847078
Dominguez Lying-Inn,clinic,14.7678515308316,121.082794159813
"Javier's Ears, Nose, Throat",clinic,14.5818001862887,121.012460436817
Wao District Hospital,hospital,7.638172421113071,124.722080563283
Tungkil Heath Center,clinic,10.244669633109,123.813633720265
Ricardo Limso Medical Clinic,hospital,7.071638663605911,125.605800959578
Brgy.Tagubong Health Center,clinic,11.2160220727116,122.73177929836399
Clinica Dumo,clinic,14.5767228484414,121.117774021051
Speedee Laboratory & Diagnostic Center,clinic,8.946919094588198,125.53581743249701
Alaminos Doctors Hospital,hospital,16.130707244967198,119.970673188467
Kalahi Cidss Health Center,clinic,9.1708856428603,123.24709887311
Metro Cebu Kidney Dialysis Center,clinic,10.3175147419333,123.885147699046
Lalic Dental Clinic,clinic,14.9669928935605,120.632884778138
Health Sub Center,clinic,15.270759434815,120.874481318631
Cabalantian Health Center,clinic,15.0066598312339,120.673473976618
Utol Health Center,clinic,18.514592591881897,120.713512567878
Decena General Hospital,hospital,16.0694132369063,120.33488724938101
Northern Benguet District Hospital,hospital,16.7871050627782,120.81628978821101
San Nicolas Health Center,clinic,7.26277262659508,125.618112885693
iServe Optical Clinic,clinic,14.544465094078099,121.14474136958799
Minglanilla District Hospital,hospital,10.2490161528187,123.804119254334
Mother Regina,hospital,14.583519985181901,121.085127933113
Saint Agustine Dialysis Center,clinic,14.900044369799799,120.545977266541
Legazpi Physical Therapy Center,clinic,13.1408195187008,123.747873498917
OKDI,hospital,8.584373535320031,123.34502397733401
Accumed Mabalacat,clinic,15.2090576471648,120.579267168461
Barangay 37-D Health Center,clinic,7.063468319668489,125.61395403679501
Sumalili Health Station,clinic,7.49799892067628,125.21516739131799
Polyhealth,clinic,14.667225861224198,120.947882985826
Dr. Veronica N. Alivio's Lying-in Clinic,hospital,10.3763395251382,123.957872276103
Lumbia Health Center,clinic,8.40179774692808,124.59507436218
Pinocawan Health Center,clinic,10.8007465473121,124.95213488783001
Dental Clinic,clinic,14.977507571996501,120.578758554576
DermaClinic,clinic,14.603318124296699,121.00185372508498
Guiguinto Rural Health Unit 2,clinic,14.84777825819,120.892985124258
Unknown,clinic,11.412029944758197,122.730929960116
Red Cresent,clinic,14.671407760355502,120.941415760795
lia-anne maternity clinic,clinic,14.572179018731001,121.12706577981399
Mangoso Health Station,clinic,11.4138099257161,122.63355294853999
Arayat Doctors Hospital,hospital,15.1476874476041,120.76648795613501
San Ignacio Barangay Health Center,clinic,13.2980874915648,121.06997915187
Lubao Optical Clinic,clinic,14.938059821091,120.600327538375
Pambatang Klinik,hospital,13.787308082942099,121.021758733465
C.S. Galang Dental Clinic,clinic,15.158968483447302,120.774916546509
Dasmariñas Barangay Health Clinic,clinic,14.537183231877101,121.030485132859
Barangay Tibuloy Health Center,clinic,6.98258588771017,125.437298218976
Shalom Laboratory,clinic,13.7549025556259,121.060373574652
Simala Health Center,clinic,9.970721125661019,123.621025045231
Don Carlos Doctor's Hospital,hospital,7.679618166278059,124.99606687311501
Hinunangan Community Hospital,hospital,10.4011563287782,125.19228546620701
LTO Medical,clinic,11.300879789888,124.685473942277
Western Visayas Sanitarium,clinic,10.813471617434,122.527374938633
Accumed,clinic,15.208667218115,120.579623986079
Makati Social Hygiene Clinic,clinic,14.570428877348402,121.02725734576599
DOH Birthing Center,hospital,11.7099797804864,125.01719832156701
Taclobo Health Center,clinic,9.30845949602784,123.296001746071
Canaoay Health & Wellness Station,clinic,16.5937140209025,120.302317436763
Pangasinan Provincial Hospital,hospital,15.9543435364742,120.349462959905
Barangay Health Center,clinic,11.924135143455901,120.25581765544099
M.V. Santiago Medical and Diagnostic Center,hospital,14.1969545736274,120.876820372531
Sindalan Health Center,clinic,15.0779523601334,120.642043097003
CME Clinic,clinic,14.548979251851199,121.131048273469
Jaime B. Berces Memorial Hospital,hospital,13.3603707318382,123.725739491026
Rebadulla Animal Clinic,clinic,10.6995898841387,122.55141121944901
Satellite Lab,clinic,14.643496777159,121.048113448699
Bacagan Health Center,clinic,17.8654159512929,121.908170558869
Callao Medical and Dental Clinic,clinic,6.688703454315879,124.677274680774
Barangay Bahi Health Center,clinic,9.612517643693788,123.943996035399
Dr. Ramon Pesante Medical and Surgical Clinic,clinic,7.1886522950220195,124.534516369037
Medical Clinic,clinic,14.912104084447698,120.564846523146
Amit Medical Clinic,clinic,7.9267299990593205,123.77582999584801
Aleosan District Hospital,hospital,10.7864695678176,122.43093183870899
Bogo Clinical Laboratory,clinic,11.050672184988699,124.004039295868
Animal Bite Center,clinic,7.07158535470171,125.62206805434299
Santo Rosario Memorial District Hospital,hospital,13.8443628596539,121.197127677689
Isarog Birthing Clinic,clinic,13.633601077822302,123.192034379307
Lacquios Health Center,clinic,15.1672730216545,120.773669235497
Metropolitan Medical Center,hospital,14.609394920278499,120.978476429496
RxMed Ortho-Dental and Medical Clinic,clinic,14.1943632244423,120.878392230833
Manalese Dental Clinic,clinic,15.0079296895647,120.712265424505
Bershiba BHS,clinic,7.6694802543897,124.939735119371
Innovera Birthing Home Clinic,clinic,14.6673042320188,120.94824743097601
Unknown,clinic,14.7117093757373,121.074808972117
Macrohon Health Center,clinic,10.077106168577,124.939840731351
Dagupan DOH Drug Treatment And Rehabilitation Center,hospital,16.091762659709197,120.36520802973999
PARC Dialysis Center,hospital,15.046280416982901,120.669985931431
Serenety Wellness Clinic (Healthcare Center),clinic,10.26033717034,123.840534348853
Soler Hospital,hospital,17.1196449174278,121.62197542033199
Sur BHS,clinic,7.6732874824491795,124.991110989044
Ace Diagnostics,clinic,14.7048622828539,121.075777920123
Ilaya del Norte Health Center,clinic,14.364309747865601,121.484071655455
Palanan Health Center,clinic,14.560252576343501,121.005420224885
Reyes Dental Clinic,clinic,14.918347596483601,120.228021588137
Cainta Municipal Hospital | Maternal and Child Health Hub,hospital,14.576416238423299,121.11621498706002
Giron-Lim Laboratory & Clinic,clinic,14.2162014349705,120.970814196529
Icon Clinic,clinic,14.6034190424109,121.04498372987301
Sibuyan District Hospital,hospital,12.366558563587,122.686846765298
Bulacao Health Center,clinic,10.274835348259199,123.8517665182
Zamboanga Del Norte Community Hospital,hospital,8.58046932864082,123.35341518442
Buenavista Health Center,clinic,7.82623936191206,123.39853203553699
Mariveles Medics Cabcaben,hospital,14.4565325595415,120.587933553428
navallo medical clinic and diabetes care,clinic,15.497969695796302,120.965919416532
"Lizelle Lira-Buenafe, MD, FPDS, FAAD",clinic,13.756218095329,121.056353027157
Unknown,clinic,14.6060739264221,120.99937435812599
Naga City Social Hygiene Clinic,clinic,13.6253697974488,123.19878189518101
IMS Wealth Care Inc.,clinic,14.3953521262687,121.045112392087
San Nicolas 1st Barangay Health Center,clinic,14.9701856442983,120.633464135286
New Isidro C. Kintanar Memorial Hospital,hospital,9.8553481679721,123.570254348967
Gaoat Hospital,hospital,18.050051927665898,120.565331583883
Rovillos,hospital,12.4032143863645,121.986577647182
PAF Hospital,hospital,10.3163380903658,123.971005544909
Dr. Pineda Clinic,clinic,14.563599386461599,121.192805465499
Community clinic,clinic,10.329082941779198,123.931577575295
San Isidro BHS,clinic,8.27904754098003,124.805590638067
Rosario Specialist Clinic,clinic,14.590049990668199,121.08483096228399
Alabang Medical Clinic,hospital,14.391035027039198,121.044318877313
Dasol Community Hospital,hospital,16.006222320338303,119.874200751882
Brigada Mass Media Corporation,clinic,6.13584653203597,125.182029285665
SJP Maternity Polyclinic and Pharmacy,clinic,14.809611597365501,121.04747449621999
DIHS Clinic,clinic,14.325377567824301,120.960911648481
San Pablo Norte Rural Health Unit,clinic,14.291540830541198,121.413367033245
Saint Ezekiel Moreno Medical Clinic,hospital,9.72552195936493,118.764728881035
Manibaug Paralaya Barangay Health Center,clinic,15.1122165744783,120.56165377240801
UM Multitest,clinic,7.06846879546373,125.60969519179199
Peregrine Eye and Laser Institute,clinic,14.560670833311802,121.030930966289
Medisense Laboratory,clinic,7.0661064398733195,125.606962775177
Dr. Jose Rizal District Hospital,hospital,9.02086742950814,117.651284993911
Babag Health Center,clinic,10.2865269297198,123.944807990359
Butuan Social Hygiene Clinic,clinic,8.953569631842212,125.529083998221
Medocare Health Systems,hospital,14.621053393221601,121.005591718624
Unknown,clinic,9.719628978519749,123.92743699894599
SMC Healthcare Clinic,clinic,14.8288675949832,120.874598749095
Jose Abad Santos Health Center,clinic,14.9720294953584,120.598186465028
Rural Health center,clinic,7.92268992172967,123.776049936987
Unknown,clinic,7.07782258031023,125.615168071651
Geuvara's Clinic,hospital,14.222302873747699,120.97175825028299
Kidapawan Doctors Hospital,hospital,7.008942446963179,125.089397940028
Tanza Barangay Health Station,clinic,17.6274871639905,121.73652887934799
El Roi Medical Clinic Diagnostics Center,clinic,14.570101899305598,120.992925070367
Skyline Hospital and Medical Center,hospital,14.7979595784879,121.07038676382099
Cadawinonan Health Center,clinic,9.30307856564752,123.27570396170799
Lapuz Health Center ,clinic,10.702112836993901,122.57525245337901
Digos Bone and Skin Specialists,clinic,6.75480959680766,125.358071883447
Sayo Family Care Clnic,clinic,14.841329221888302,120.813057055795
Mailag Barangay Health Station,clinic,7.97133563790166,125.137176799774
San Juan District Hospital,hospital,13.809422644818001,121.40125367441601
St. John of God,clinic,14.598958696456199,120.98793842471201
RHU2 Gerona,clinic,15.602743653103198,120.592820370616
Datu Blah T. Sinsuat District Hospital,hospital,7.01985057193414,124.164684924254
Santos David Dental Clinic,clinic,14.2713534358429,121.070209067474
Basa - Gaspar Dental Clinic,clinic,14.4513055209035,120.95580732090599
Kitaotao RHU,clinic,7.641138860465221,125.009018841355
Health Cube Medical Clinics,clinic,14.5914587371346,121.033086959423
Unknown,clinic,14.0744031864226,121.32449295952499
Saint Magdalene,clinic,13.8820202360415,120.91579806630699
Samal District Hospital,hospital,7.074728736029839,125.70885687819201
Kolambugan Provincial Hospital,hospital,8.114145163067489,123.902439230017
WVSU MC Out Patient Department,clinic,10.716568434845,122.561137663711
Zantua Optical Clinic,clinic,13.623986951063301,123.18552826224399
Rockford Clinic,clinic,14.6095038850198,120.979480832953
Guintas Health Center,clinic,11.424252016870598,122.650575420419
First Aid Clinic,clinic,14.3879557672703,120.58718764786501
Dra. Gina Marie Ponio,hospital,15.046074725079,120.66970388038999
Unknown,clinic,11.1785728189798,123.04158013935199
Health Center | A. Bonifacio,clinic,14.582284325016,121.11514336073999
Tayasan Rural Health Office,clinic,9.92255099867509,123.171861233844
Rural Health Office,clinic,10.3093983774523,123.264321085742
Medicus Diagnosis lapaz,clinic,10.708205642410698,122.567490391945
SLU-LHS Gerard Decaesteker Clinic,clinic,16.4173207242913,120.60866183233802
Tabat Doctor's Laboratory,clinic,7.844011092115691,123.427993084087
Rural Health Unit,clinic,14.566993721970801,121.129482953051
Dental Clinic,clinic,14.877761583127198,120.23446207489799
Health Center,clinic,13.7836388210089,122.088457920056
Municipal Mini Hospital,hospital,11.7690375805996,121.91793975083598
Meg's Prenatal Clinic,clinic,14.860651436541,120.242844564804
Pamplona I Health Center,clinic,14.458458720890802,120.970005678148
Mesalipit Health Center,clinic,14.996947552388699,120.69371468022
Calapi Barangay Health Station,clinic,11.942401741222902,125.022083378556
City House of Maternity,clinic,13.146235736893498,123.750356721551
Little Clinic,clinic,13.1500130415586,123.752999284165
Unknown,clinic,9.72942868061509,123.33937398786199
Bantayan Birthing Home,hospital,11.1664593763325,123.719551467189
Family Doc,clinic,14.556612734890402,121.087519960641
