lon,lat,type,name
35.88594996,0.340026948,clinic,Bekibon Dispensary
35.88606999,0.340182935,clinic,Bekibon Maternity Renovation
34.72980824,-0.076336716,clinic,BENEC Medical Centre
36.84326824,-1.265556779,clinic,Beth Clinic
36.78228897,-1.311289114,clinic,Beyond Zero
36.77209239,-1.307611721,clinic,Beyond Zero
36.79155668,-1.314406763,clinic,Beyond Zero
36.77659322,-1.317508318,clinic,Beyond Zero
36.77871166,-1.314155054,clinic,Beyond Zero
36.79943994,-1.317632203,clinic,Beyond Zero CBO Soweto
36.7821951,-1.311220466,clinic,Beyond Zero Community Clinic
36.77597313,-1.316390927,clinic,Beyond Zero Community Clinic
36.77854185,-1.314126975,clinic,Beyond Zero Community Clinic
36.77660462,-1.317478143,clinic,"Beyond Zero Community Clinic, Raila"
36.77601822,-1.316151707,clinic,Beyond Zero Dispensary
39.79361593,-1.0182385,clinic,Bilbil Dispensary
36.77398016,-1.310446313,clinic,Bliss
36.77392006,-1.310470034,clinic,Bliss Medical HealthCare
40.52617985,2.662032727,clinic,Bojigaras Dispensary
36.78993503,-1.842051507,clinic,Border Medicare Centre
37.66066549,-1.787029342,clinic,Bosnia Dispensary
34.78643495,-0.079140043,clinic,Bridge Family Care And Cancer Centre
39.49690167,2.795628194,clinic,Buna Health Center
40.26533008,2.975921842,clinic,Bur Mayo Dispensary
34.77897162,-0.110480063,clinic,C1 Health Clinic
36.88049999,-1.309040081,clinic,Cana Family Health Center
36.799752,-1.298961849,clinic,Careville Wellness Centre
36.77884669,-1.314268377,clinic,Carolina For Kibera
36.87995407,-1.257711821,clinic,Catholic Dispensary Kariobangi
34.99981499,1.02753663,clinic,Center for heart disease line6 ktl
36.78233499,-1.299447329,clinic,Centre for Tropical and Travel Medicine (CTTM)
36.77357699,-1.311116027,clinic,Chandaria Clinic Shofco
36.78798322,-1.307118363,clinic,Chemi Chemi ya Uzima
36.78668495,-1.306883334,clinic,Chemist
36.78622663,-1.307525052,clinic,Chemist
35.12928999,1.369091641,clinic,Chepkechir Dispensary
35.12945168,1.368773296,clinic,Chepkechir Dispensary
35.98165998,0.46925494,clinic,Cheplogoi Siri Medical Clinic
35.68900373,0.493266243,clinic,Chepturet Dispensary
35.67944333,0.546983765,clinic,Chesongo Dispensary
36.80239532,-1.25967042,clinic,Chinese Clinic
34.77752666,-0.088395006,clinic,Christelle Medical Center
36.84235084,-1.311188112,clinic,clinic
36.84227599,-1.31123505,clinic,clinic
36.77190824,-1.307636951,clinic,Clinic 40 Jesus Medical Clinic
37.04747278,-1.438114601,clinic,Clinix
36.85702177,-1.331886384,clinic,Clinix Healthcare MFI
36.78685049,-1.315773432,clinic,Community Mobilizer
36.80830447,-1.303520682,clinic,Comprehensive Care Centre
36.86317996,-1.30838051,clinic,Coptic Hospital Lunga Lunga
36.85933669,-1.261838316,clinic,Core
36.84654993,-1.265768339,clinic,Curex Pharmacy
40.0171996,2.402769817,clinic,Dambas Health Center
39.78054167,3.337297622,clinic,Danaba Dispensary
36.9033623,-1.247761077,clinic,Dandora II Health Center
36.85534548,-1.262622024,clinic,Dan's medical center
36.86196994,-1.25846175,clinic,Dawahouse Pharmacy
34.78433327,-0.079391752,clinic,Dawamed Clinic
37.44514522,-1.663103071,clinic,DG Peter's Medical Center
40.95946624,0.993984459,clinic,Dif Health Center
41.52475386,-1.695661149,clinic,Dispensary
36.84640827,-1.266516759,clinic,Divine Dispensary
36.82495747,-1.26255698,clinic,Dr Harun A. Otieno FACC
36.84526992,-1.266096742,clinic,Drug Safe Pharmacy
37.1607827,-0.717513836,clinic,Drug Youth Rehabilitation Centre
34.73732496,-0.144200208,clinic,Dunga Dispensary
34.74437498,-0.131593323,clinic,Dunga Maternity and Nursing Home
39.98637775,2.710190281,clinic,Dunto Dispensary
37.15640039,-0.719936876,clinic,DynaPharm International Company
37.46847289,-1.630617245,clinic,Ebenezer
36.88317507,-1.248706053,clinic,Ebenezer Clinic and Chemist
37.69138198,-1.624899111,clinic,Ebenezer dispensary water tank
36.85548285,-1.265192167,clinic,Ederp Mathare 3A
40.18234362,2.302034261,clinic,Elben Dispensary
39.56306959,-4.294530326,clinic,Elisha Medical Clinic
39.99706802,1.832370577,clinic,Elnur Dispensary
36.85784856,-1.261893636,clinic,Elykim health clinic
36.66263756,-1.244152249,clinic,Equity Afya Medical Centre
36.49632342,-1.148725706,clinic,Ewuaso Dispensery
36.74832165,-1.288066716,clinic,Fairview Medical Centre
36.74832165,-1.288066716,clinic,Fairview Medical Centre
36.84117076,-1.308062668,clinic,fema medical clinic
36.79398626,-1.312092352,clinic,FHOK- Family Care Medical Centre
36.79399497,-1.312125041,clinic,Fhok-Family Care Medical Centre
36.79354906,-1.311738132,clinic,Fhok-Family Care Medical Centre
35.74327647,0.493008248,clinic,Figtree Optical
36.87459996,-1.310090083,clinic,Flodo Medical and curative services
37.16100599,-0.721357106,clinic,Focus Diagnostics Services
36.74524993,-1.286130077,clinic,Fourty Six Medical Center
36.74524993,-1.286130077,clinic,Fourty Six Medical Center
36.79297255,-1.311744335,clinic,Frepals Nursing Home
36.79299325,-1.311508301,clinic,Frepals Nursing Home
36.79670878,-1.317090313,clinic,Gemkam Medical Clinic
36.81112289,-1.298425407,clinic,German Medical Center
36.88929344,-1.330110929,clinic,Gertrude's Children's Hospital
34.78312997,-0.108880042,clinic,Get Way Medical Services
36.84544494,-1.26617176,clinic,Gifted Pharmacy
36.81159429,-1.289913836,clinic,Gilead Medical Centre
34.77954327,-0.088240024,clinic,Global Provider Intl Health Center
36.86127592,-1.261930265,clinic,Glorious Chemist and Clinic
36.89142077,-1.246818951,clinic,Gonga Njaa
36.88329594,-1.248984248,clinic,Grace Chemist and Clinic
34.78485329,-0.07834502,clinic,Grace House of Medicine
36.84755424,-1.313903932,clinic,Grace medical clinic
36.84548165,-1.265350082,clinic,Great Medical Hospital
40.09785915,3.168939973,clinic,Gunana Dispensary
34.78385995,-0.083696781,clinic,Hapex Medical Services
36.79431608,-1.311393301,clinic,Herbal Clinic
34.78550079,-0.092876642,clinic,Home Community Medical Centre
36.88565217,-1.247857301,clinic,Hope Medical Clinic
36.88429992,-1.305340058,clinic,Huduma Bora Medical Center
36.86684553,-1.260951762,clinic,Huruma Lions Health Center
37.14991875,-0.731807327,clinic,Huruma Medical Services
40.61044438,1.580114938,clinic,Ibrahim Ure Dispensary
36.84917447,-1.26453687,clinic,IMANI CLINIC
36.83629098,-1.308710002,clinic,Imara Clinic
36.84354585,-1.312468112,clinic,Imara Clinic
36.80826667,-1.295929611,clinic,IncusEar Hearing and E.N.T Centre
39.27462768,2.87675127,clinic,Ingrir Dispensary
36.77935045,-1.300863954,clinic,Iran Medical Clinic
36.8819405,-1.252101227,clinic,Jahmii Kipawa
37.36351839,3.201208037,clinic,Jirena Medical Centre - Nomads Dispensary
36.88329569,-1.24781338,clinic,Joy Medical Clinic
34.76560165,-0.097928331,clinic,Joy Pediatric Medical Centre
36.75746069,-1.3407826,clinic,Jubilee Centre Karen
34.99754668,1.273964919,clinic,Kadokony Dispensary
36.91354396,-1.190298018,clinic,Kahawa West Clinic
34.75334714,0.285900138,clinic,Kakamega Central Nursing Home
35.05881495,1.187469965,clinic,Kangulikwan Dispensary
35.78769997,0.23179797,clinic,Kapkein Dispensary
35.71615716,0.546446737,clinic,Kapkokwon Dispensary
35.73620416,0.532888254,clinic,Kapkole dispensary
35.11893516,1.290516747,clinic,Kapkoris Dispensary
35.11880532,1.290680194,clinic,Kapkoris Dispensary
35.98324734,0.475127386,clinic,Kapkures Dispensary
35.97948823,0.468013245,clinic,Kapkwei Dispensary
35.05197498,1.250971682,clinic,Kaplelach-Koror Dispensary
35.14092324,1.3063883,clinic,Kaprom Dispensary
36.81879283,-1.284568948,clinic,Karen Hospital Clinic
36.88067902,-1.254705149,clinic,Kariobangi Health Centre
36.90224549,-1.221229923,clinic,Kasarani Health Centre
37.62945245,-1.778495223,clinic,Kasarani Medical Clinic
37.42739494,-1.66662171,clinic,Katilini Dispensary Mbooni
37.42751824,-1.666555074,clinic,Katilini Dispensary Mbooni
40.00991623,1.901468724,clinic,Katote Dispensary
36.7454283,-1.28614332,clinic,Kenishi Medical Clinic
36.7454283,-1.28614332,clinic,Kenishi Medical Clinic
36.88333399,-1.246871757,clinic,Keza Health Care Services
36.77193732,-1.307666036,clinic,Kianda 42 Dispensary Beyond Zero
36.77596977,-1.31104168,clinic,Kianda Medical Center
36.78782598,-1.306143882,clinic,Kibera LVCT Health Dream Centre
36.79966793,-1.31516105,clinic,Kibera Soweto M-Afya Health Centre
35.86624997,0.512149917,clinic,Kibingor Dispensary
36.81249534,-1.294559338,clinic,Kigen Bartilol
35.89153993,0.464849999,clinic,Kimalel Dispensary
36.77396792,-1.310405745,clinic,Kinani Medical & Dental Clinic
36.77396273,-1.310411277,clinic,Kinani Medical and Dental Clinic
36.86429995,-1.312460066,clinic,Kingstone Clinic
39.52711676,-4.375183262,clinic,kinondo dispensary
36.00272454,0.069044042,clinic,Kipkitur Dispensary
35.81741164,0.166013274,clinic,Kipngorom Dispensary
35.91773992,-0.064620072,clinic,Kipsogon Health Center
35.84666993,0.039994964,clinic,Kiptoim Dispensary
37.15916482,-0.720574404,clinic,Kiriani Mission hospital
36.79001164,-1.313258358,clinic,Kisembo Health Services
36.78999966,-1.313255844,clinic,Kisembo Medical Clinic
35.08164667,1.2788167,clinic,Kishaunet Dispensary
35.08167995,1.278781663,clinic,Kishaunet Dispensary
36.79593404,-1.312843538,clinic,Kishep Medical Centre and Dental Clinic
37.56140976,-1.794969435,clinic,Kitikyumu Dispensary
34.73387329,-0.073513356,clinic,Kogony Dispensary
35.84090494,0.145313242,clinic,Koitebes Dispensary
34.13853295,-0.427880776,clinic,Kolunga Community Dispensary
35.08669828,1.343603279,clinic,Komol Dispensary
39.31594326,2.989445875,clinic,Korendile Health Center
36.88919998,-1.251700069,clinic,Korogocho Health Centre
34.55825935,0.580824861,clinic,Kory Family Hospital
34.76884829,-0.114101716,clinic,Kowino Dispensary
34.78295822,-0.102261775,clinic,Kuoyo Dispensary
40.59781076,2.408995643,clinic,Kutulo Health Center
36.85806968,-1.264467551,clinic,Kwa Alex Medical
36.83707687,-1.309181065,clinic,Kwa Kioko Clinic
36.80665223,-1.29457124,clinic,Laser Stone & Endoscopy Centre
34.76806836,-0.099635641,clinic,Little Bulb Clinic
36.84507496,-1.264416757,clinic,Loving Concern Medical Clinic
36.84535358,-1.264360263,clinic,Loving Concerned medical Clinic
39.66357976,-3.91319715,clinic,Lower Ribe Medical Clinic
36.86240773,-1.310581011,clinic,Lunga Lunga Health Center
36.86240773,-1.310581011,clinic,Lunga Lunga Health Center
36.87229997,-1.310630045,clinic,Lunga Lunga Medical Center
36.89750209,-1.241283626,clinic,Lusky summer tumaini clinic
36.91246328,-1.363496301,clinic,Maayan Medical Centre - Gateway Mall
35.68329415,0.513588587,clinic,Magonoi Dispensary
36.87337134,-1.296724132,clinic,Makadara Health Centre
36.7850167,-1.30862501,clinic,Makina Clinic
40.0222015,1.761421371,clinic,Makoror Dispensary
36.88919998,-1.252110028,clinic,Makwak (Maendneleo Afya Kwa Wote Korogocho)
40.22142257,2.529119631,clinic,Mansa Health Center
34.78027668,-0.092810005,clinic,Manyatta Community Medical Clinic
35.94609992,0.395049952,clinic,Maoi Dispensary
36.79648649,-1.313384422,clinic,Mary Medical Services
36.88896353,-1.219809609,clinic,Mater Hospital
36.82729544,-1.287973928,clinic,Mater Hospital
37.06852217,0.021734736,clinic,Maternity Nursing home
36.85685263,-1.265604473,clinic,Mathare Edarp
36.81691244,-1.260888814,clinic,Mathura
37.15680439,-0.720352954,clinic,Mayo Clinic
34.76550165,-0.097953309,clinic,Medafya Health Care
35.98759998,0.47191192,clinic,Medical Clinic
35.98762546,0.471883757,clinic,Medical Clinic
36.91190329,-1.363962083,clinic,Medicross Clinic
36.82245723,-1.300189127,clinic,Mediplan Clinic Ltd Health Care Consultants
37.15620274,-0.719764963,clinic,Medrite Surgical Clinic
36.87039996,-1.310690059,clinic,Melihep Medical Clinic
36.78438177,-1.312960381,clinic,Mercilin Afya Centre
39.9201499,-3.34979001,clinic,Mida Majaoni Commu nity Dispensary
36.80445232,-1.231742422,clinic,Migration Health Assessment Center (MHAC)
35.72409524,0.041204137,clinic,Mission Hospital
35.72409524,0.041204137,clinic,Mission Hospital
39.68628776,-4.028109438,clinic,Mlaleo Dispensary
36.434513,-1.393310563,clinic,Mobile Clinic
36.86719992,-1.312180026,clinic,Modan Medical Center
41.4921082,-1.723033511,clinic,Mrs
36.87819999,-1.309300004,clinic,Msamaria Mwema clinic
36.85339643,-1.266019963,clinic,MSF
36.79005204,-1.313316026,clinic,Mt. Kenya Chemist and Clinic
34.48391932,0.122458977,clinic,Muhaka Dispensary
36.83697385,-1.309127924,clinic,Mukami's Clinic
35.09154494,1.192191658,clinic,Murkwijit Dispensary
36.31894659,-0.817411034,clinic,Mvuke Clinic
36.89189996,-1.251070001,clinic,Mwangaza Ulio na Tumaini Clinic
36.89097879,-1.328933271,clinic,Nairobi Hospital Clinic
36.81873315,-1.280436753,clinic,Nairobi Outpatient Centre Ltd
36.78798833,-1.311464715,clinic,Nakhayo Clinic
36.78815497,-1.311648362,clinic,Nakhayo Medical Clinic
36.78799412,-1.31143236,clinic,Nakhayo Medical Clinic
36.71002012,-0.98128445,clinic,nduriri_dispensary
36.86131473,-1.258674315,clinic,Neighborhood clinic
37.16099937,-0.722643141,clinic,Neno Opticians
34.78141494,-0.087525048,clinic,Newlife Medical Clinic
36.82388853,-1.292476938,clinic,Ngaira Health Center
35.90507998,0.056006997,clinic,Ngubereti Health Center
34.77619813,-0.083044334,clinic,Nightingale Medical Centre
36.85741136,-1.261925571,clinic,Nile Medical centre
34.75163823,-0.12209671,clinic,Nyalenda Health Center
40.2052802,2.747260254,clinic,Ogaralle Dispensary
39.44572655,3.196408978,clinic,Ogorji Health Center
36.79587244,-1.316858302,clinic,Okoa Medical Clinic
36.88129995,-1.30895006,clinic,Olive Link Medical Center
36.81134434,-1.298441249,clinic,Pathway International
39.56722852,-4.280590048,clinic,Pendo Medical Clinic
36.84261529,-1.316951341,clinic,Plainsview Dispensary
36.66469808,-1.244701766,clinic,Plan Med Health Services
36.86040169,-1.261711749,clinic,Pona
36.86053119,-1.262015761,clinic,Pona Medical Centre
34.20713203,-0.423843716,clinic,Port Florence Community Hospital Clinic
34.7446396,-0.131257963,clinic,Port Florence Hospital
36.66481149,-1.244720123,clinic,Precise Clinic Laboratory
36.80790927,-1.29572635,clinic,Precise Diagnostic Imaging
36.66300234,-1.245015668,clinic,Premier Medical centre
34.78154998,-0.087365037,clinic,Prima Care Medical Center
37.61006235,-1.789362612,clinic,Prison Dispensary
36.80650128,-1.294688252,clinic,Prof Josephat A O Mulimba
36.85063828,-1.263385028,clinic,Prospect Joslim Medicare
36.88849993,-1.250260058,clinic,Provide International Korogocho
35.08426669,1.221094975,clinic,Psigirio Dispensary
35.08420994,1.221774999,clinic,Psigirio Dispensary
39.82139415,3.178224523,clinic,Qudama Dispensary
36.78074997,-1.307760081,clinic,Radmed Kibera Ultrasound Center
36.85133557,-1.265429626,clinic,Rays of Hope Medical Clinic
36.88785058,-1.246879804,clinic,Redeemed Gospel Church Clinic
36.78202922,-1.308008437,clinic,Regatta Medical
36.86948239,-1.315910225,clinic,Reuben Medical Clinic (Lea Toto)
36.86231662,-1.258298303,clinic,Rhodics
36.74129828,-1.286633326,clinic,Riruta Health Centre
36.74129828,-1.286633326,clinic,Riruta Health Centre
34.78102167,-0.096525033,clinic,Roanne Deshon Medical Clinic
34.61278304,-0.824948377,clinic,Rongo University Clinic
35.13907494,1.27678325,clinic,Roponywo Dispensary
36.86330602,-1.262689833,clinic,Rosa clinic
36.77586525,-1.311211414,clinic,Rosade Medical Clinic
36.77532487,-1.311079063,clinic,Rosade Pharmacy and Clinic
35.85727999,0.102564949,clinic,Rosoga Dispensary
36.79388827,-1.315894383,clinic,Royal Clinic
36.58342656,-1.120343073,clinic,Rwamburi Dispenserary
35.86383992,0.408686973,clinic,Sabor Dispensary
35.86145997,0.079139961,clinic,Sagasagik Dispensary
35.66447032,0.491317032,clinic,Salawa Catholic Private Health Clinic
35.66094037,0.496762586,clinic,Salawa Health Centre
39.95201722,2.540533772,clinic,Sarman Dispensary
36.88427235,-1.252638926,clinic,Selina Hospital
36.84940053,-1.26318621,clinic,Seme Medical Clinic
36.77617823,-1.314403661,clinic,Senye Clinic
36.77631662,-1.314473315,clinic,Senye Clinic
36.77656992,-1.3144967,clinic,Senye Clinic
36.77549108,-1.312956777,clinic,Senye Medical Clinic and Laboratory
35.84610323,0.324059926,clinic,Sereton Dispensary
36.88253989,-1.256365604,clinic,Sex Workers Organisation Program (SWOP) Kariobangi
36.79523575,-1.315875943,clinic,Shachif Health Unit
40.91357767,-2.293477762,clinic,Shella medical clinic
36.79654827,-1.318251709,clinic,Shofco
36.78284662,-1.316853356,clinic,Shofco Satelit Clinic
36.78052852,-1.315621049,clinic,Shofco Shinning Hope for Communities
36.79605692,-1.317367838,clinic,Silanga Dispensary
36.79608492,-1.317265075,clinic,Silanga Dispensary
36.78191992,-1.310090083,clinic,Silanga Health
34.78300826,-0.089053069,clinic,Sirinde Clinic
36.89356436,-1.244704616,clinic,Siwandhe Pharmacy
35.81624999,0.557632973,clinic,Sogon Dispensary
35.75418996,0.198242949,clinic,Sore Dispensary
36.79637493,-1.314630057,clinic,Sprout Medical Clinic
36.79004617,-1.310921819,clinic,St Elizabeth Medical Clinic
36.79788066,-1.31726868,clinic,St Emmaculate James
36.79817,-1.311865034,clinic,St Francis Dental Clinic
34.20612193,-0.430279006,clinic,St Jude's Clinic at icipe
36.79751127,-1.317186034,clinic,St Knight Medical Clinic
36.78284889,-1.314560738,clinic,St Knight Medical Clinic
34.12570645,0.53613884,clinic,St Louice Medical Clinic and Laboratory Services
36.79779239,-1.311926725,clinic,St Mac's Clinic
36.78360627,-1.311966874,clinic,St Mary's Medical Clinic
36.7972464,-1.312919226,clinic,St Paul Medical Clinic
40.12549018,-3.232738409,clinic,St Peter Health Centre
34.7880509,-0.09322206,clinic,St. Andrew Health Center
36.66254636,-1.244061054,clinic,St. Augustibe Physiotherapy Clinic Kikuyu
36.88494759,-1.248558867,clinic,St. Florence Medical Clinic
36.87059995,-1.310730041,clinic,St. Joans Medical Center
34.76648166,-0.080205048,clinic,St.Vincent De'Paul Community Clinic
36.85202649,-1.264497307,clinic,Stahi Medical Clinic
35.74327329,0.492964495,clinic,Sundowner Chemist
37.62825669,-1.78560006,clinic,Sunshine Medical Clinic
36.77440244,-1.310758372,clinic,Swop Clinic
36.78018998,-1.316215074,clinic,Tabitha Medical Clinic
36.83088172,-1.275737523,clinic,Taiba
35.06992324,1.312883269,clinic,Tampalal Dispensary
40.03757416,-1.497204001,clinic,Tawheed Nursing Home
35.83999995,0.272787992,clinic,Tebei dispensary
37.8605712,-0.826094602,clinic,Thaananzau dispensary
36.82201308,-1.285773008,clinic,The Aga Khan University Hospital
35.86789995,0.294874977,clinic,Tinomoi Dispensary
35.74305343,0.491546025,clinic,Tionybei Health Clinic
39.82667114,1.888621278,clinic,Tulatula Dispensary
36.77321582,-1.308692233,clinic,Tumaini Medical
36.77319277,-1.308755767,clinic,Tumaini Medical Clinic
39.56575892,-4.284771779,clinic,Ukunda Medical Clinic
36.85768277,-1.261795903,clinic,Undugu
36.85768906,-1.26180571,clinic,Undugu medical clinic
36.79466209,-1.31712141,clinic,Universe Medical Clinic
34.61078865,-0.001395712,clinic,University Clinic
36.77285808,-1.307895114,clinic,Ushirika Medical Clinic
36.78246097,-1.315060467,clinic,Uzima Chemist
36.86004328,-1.263545039,clinic,Uzima White Health Center
36.85927122,-1.264191284,clinic,Uzima2 clinic
36.84535668,-1.264608367,clinic,View Point Medical
36.86349822,-1.262991749,clinic,Villa Medical Center
36.86354247,-1.262871553,clinic,Villa Medical Centre
36.79202623,-1.314761401,clinic,Vimacare Clinic
36.78909424,-1.302205813,clinic,Vips Health Services
36.86159703,-1.263130973,clinic,Vision Health Care
36.88979996,-1.25023005,clinic,Vission Medical clinic and maternity
36.79527204,-1.313248635,clinic,Vital Solution Elevation Clinic
38.56003297,-3.393944954,clinic,Voi Medical Centre
36.78102666,-1.30762178,clinic,Vostrum Clinic
40.08137924,1.754299855,clinic,Waberi Health Center
39.94291163,1.783256983,clinic,Wagalla Health Center
37.15709173,-0.72062436,clinic,Waiganjos ENT Clinic
40.36175089,2.305862947,clinic,Wargadud Dispensary
36.78057504,-1.315572937,clinic,Young Health Programme Kenya United
36.84243424,-1.311186435,clinic,-
34.92139549,-0.445550331,clinic,-
36.49673212,-1.344998949,clinic,-
36.49657923,-1.34497087,clinic,-
36.47676525,-1.55880705,clinic,-
35.97990162,0.468861662,clinic,-
36.77381236,-1.311029861,clinic,-
35.27637924,0.516235592,dentist,Aquadent
36.77426205,-1.31061655,dentist,Ayany Dental Care
36.92428059,-1.196292839,dentist,Baraka Dental Clinic
36.9033623,-1.247761077,dentist,Dandora II Health Center
36.66293797,-1.245407103,dentist,Dental
36.84896324,-1.312816213,dentist,Dental Clinic
39.57685204,-4.286156637,dentist,dental clinic
36.79929502,-1.225335463,dentist,Dr Nanji Dentist.
36.7420483,-1.284375074,dentist,Elmaphue Medical and Dental Clinic
36.7420483,-1.284375074,dentist,Elmaphue Medical and Dental Clinic
36.7422467,-1.284516728,dentist,Elmaphus Medical and Dental Clinic
36.7422467,-1.284516728,dentist,Elmaphus Medical and Dental Clinic
36.77395745,-1.310475063,dentist,Familly Dental Care
36.76193252,-1.286761653,dentist,Family Dentistry Nairobi
36.80631327,-1.292870971,dentist,Kanyongo Rufus
36.78326957,-1.306886268,dentist,Kibera human development project clinic
36.79762048,-1.313301357,dentist,Kibera Medical Clinic
36.87039996,-1.310690059,dentist,Melihep Medical Clinic
36.87069995,-1.310740015,dentist,Paradise Medical Center
36.83151028,-1.27526931,dentist,Park Road Dental Clinic
36.88849993,-1.250260058,dentist,Provide International Korogocho
37.16084405,-0.722015672,dentist,Smiles Dental Lab
36.79789943,-1.311848773,dentist,St Francis dental Clinic
36.87296482,-1.310824924,dentist,St franncis meno /dental clinic
36.88863186,-1.321737408,dentist,St. Andrews Dental clinic
36.87289995,-1.310840011,dentist,St. Francis Dental Care
36.78403493,-1.28133127,dentist,Swedish Dental
36.07084167,-0.297925067,dentist,Tooth Corner
40.11782962,-3.211557423,dentist,-
36.86076773,-1.258563171,doctors,Baraka german doctors/feeding programme
36.95446559,-1.275444072,doctors,Chuiâ€™s Residence
37.15993864,-0.722497548,doctors,Counselling Services
36.97172326,-1.146408361,doctors,Crestwood Medical Centre
35.94127412,-0.324462759,doctors,Friends Medical Cetre
34.56228794,-0.708425506,doctors,Kochola Dispensary
36.85226429,-1.26601703,doctors,MSF (Doctors Without Borders) medical center - Lavander clinic
37.16064783,-0.723266252,doctors,Muyesu Medical centres
35.34911018,-1.338394428,doctors,Olesere Community Health Center
35.96659476,-0.408403161,doctors,-
39.55525866,-4.304733282,doctors,-
39.71310968,0.627401169,hospital,Abakore Health center
36.88737382,-1.318039228,hospital,AFYA MEDICAL CLINIC
36.82901515,-1.171950702,hospital,Aga Khan Hopsital Kiambu
36.90561988,-1.267551672,hospital,Aga Khan Hospital
36.95757024,-1.47839677,hospital,Aga Khan Hospital Kitengela
34.76846474,-0.090825674,hospital,Aga Khan Kibuye Medical Centre
36.82876772,-1.171645014,hospital,Aga Khan Medical Centre Kiambu
36.78556404,-1.206746748,hospital,Aga Khan Medical Centre Ruaka
37.51269766,-1.866425411,hospital,AIC Kalamba dispensary
36.77618527,-1.308816704,hospital,Al Khair Health Centre
36.8844394,-1.314475913,hospital,Alice Nursing Home
36.79563716,-1.311238152,hospital,Amref-Kibera Health Centre
36.79669328,-1.315076728,hospital,AMUA Family health Clinic
37.57610935,0.357089821,hospital,anglican parish dispensary
36.08141435,-0.282465233,hospital,Annex Hospital
34.7677817,-0.091363373,hospital,Avenue Hospital
37.56558118,0.327450741,hospital,avi mothercare
39.51667224,-3.474590346,hospital,bandari dispensary
35.74355106,0.485937694,hospital,Baringo County referral hospital Mortuary
35.74322216,0.485365545,hospital,Baringo County referral hospital Surgical Ward
39.56325617,-4.189891569,hospital,Bethany Dispensary
36.89652074,-1.317912075,hospital,Bliss Medical Center Pipeline
39.67264437,-4.049197804,hospital,Blood Bank
39.69725372,-4.046161208,hospital,Bomu Hospital Nyali
36.89668033,-1.313091642,hospital,BRISTOL PARK HOSPITAL FEDHA
