County,sub_county,ward,Location,Sub_Location,other,scene,deaths,missing,injured,hh.destroyed,hh.damaged,hh.affected,hh.displaced,hh.evacuated,p.affected,p.displaced,p.evacuted,services.disrupted,roads,lost.livestock,bridge,schools,latrine,wall,hospitals,drainage,inst.church.mosque,health_center,acreage.crops.destroyed,cholera_outbreak,cholera.cases,situation,data_source,dref no,glidenumber,Date,flood
Marsabit,,,,,Qalaliwe,Qalaliwe,0,0,0,,,,20,,,,,,,,,,,,,,,,,,,"at least 20hh were displaced at qalaliwe in moyale sub county due to flash floods after a river burst banks, assessment was conducted by rcat moyale",eoc,,,20/04/2018,1
Marsabit,,,,,Kardi,Kardi,1,0,0,,,,,,,,,,,,,,,,,,,,,,,"at 2027hrs, kulama (0720451210) reported of a drowning incident in kardi ward, marsabit county. a 13-year-old girl drowned in a water pan while playing.  search and retrieval for the missing minor are ongoing by the krcs team and the area residents.",eoc,,,09/06/2018,1
Marsabit,,,,,,,4,,na,,,,232,,,,,,,na,,na,,,,,,,na,,,,dref,june_11th_2018_mdrke043,,11/06/2018,1
Marsabit,,Dukana,Dukana,Dukana,,Dukana,0,0,0,,,87,,,,,,,,,,,,,,,,,,,,"at around 1233hrs, maurice krcs upper eastern notified e.o.c of flash floods at dukana sub county in marsabit county following heavy down pour in most parts of the county. distribution of nfis was conducted and 87 hhs were reached.",eoc,,,16/12/2018,1
Marsabit,,,,,Badan Rero,Badan Rero,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"at 0700hrs, maurice (krcs) reported to e.o.c of a flood incident at badan rero in marsabit county. strong wind accompanied by rains was experienced in badan rero yesterday evening. several residential houses and food stuffs were destroyed by the inferno. rcat team of marsabit to carryout assessment and establish the extent of destruction",eoc,,,22/02/2019,1
Marsabit,,,Kargi,Kargi,,Kargi,0,0,43,,,217,,,,,,,,,,,,,,,,,,,,"maurice krcs, reported to e.o.c at 1246hrs of several houses and institutions in kargi, marsabit county. roofs was reported to have been blown off by strong wind and rain was experienced in the area. kenya red cross action team conducted an  assessment to establish the effects and humanitarian needs, approximately 217hhs affected and 1302 persons .",eoc,,,09/03/2019,1
Meru,,,,,Giumpu,Giumpu,9,,,,,,,,,,,,,,,,,,,,,,,,,,dref,appeal no. 14/02,,13/05/2002,1
Meru,,,,,,,10,,3,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,14/05/2002,1
Meru,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,14/05/2002,1
Meru,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,14/05/2002,1
Meru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,01/01/2010,1
Meru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timau-ngare-ndare munyangalo roads 90% of bean crops in the district were destroyed,disinventer,,,14/01/2010,1
Meru,,,,,Mia Moja Village In Meru District.,Mia Moja Village In Meru District.,,,,,,,35,,,,,,,,,,,,,,,,,,,,dref,14_may_2010mdrke012,,26/04/2010,1
Meru,,Maua,Maua,,,Maua,2,,,,,,,,,,,,,,,,,,,,,,,,,,dref,14_may_2010mdrke012,,14/05/2010,1
Meru,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,02/12/2011,1
Meru,,,,,Meru,Meru,1,,,,,,,,,,,,,,,,,,,,,,,,,,dref,june_11th_2012_mdrke023,,11/06/2012,1
Meru,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,25/06/2012,1
Meru,Igembe North,,,,,Igembe North,2,0,0,,,14,,,,,,,,,,,,,,,,,,,,"flood incident reported 2 fatalities in komo sub location, michungulu location, akirangondu division, igembe north district due to floods. both are male nkomo village, laare division. 14 hh affected with a total population of 84 families",eoc,,,14/10/2012,1
Meru,Igembe South,,,,,Igembe South,2,0,0,,,1,,,,,,,,,,,,,,,,,,,,"due to floods 2 people died a mother and a child passed away in thuru sub -location, muringene location, kangeta division, and igembe south district 1 hh affected with a total number 6.",eoc,,,14/10/2012,1
Meru,Tigania West,,,,,Tigania West,0,0,0,,,21,,,,,,latrines,,,,,7,,,,,,,,,"there are a total of 21 hh affected directly, limbine primary school has also been fully flooded and has been closed down with 7 latrines from the primary school are also overflowing because they have also been carried away and akithi girls secondary school that the field is flooded and 28 latrines which are near the dormitories also carried away and all the waste is running with the flood water to the village.that have been affected around 46 adults, and 70 children.meru krcs branch have distribute 15 kitchen sets, 15 collapsible jerricans, 15 mosquito nets and 100 assorted clothes.",eoc,,,14/10/2012,1
Meru,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,a dead body was found floating on the river bank,disinventer,,,23/04/2013,1
Meru,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,roads were destroyed and 28 people were displaced.,disinventer,,,12/11/2015,1
Meru,,,,,Maua Town,Maua Town,0,0,0,,,6,,,,,,roads,2,,,,,,,,,,,,,"at 1455hrs gitonga (county manager) reported floods at maua town in meru county due to heavy rainfall experienced in the area last night, 15 shops were submerged, 6 residential houses, 2 churches. 2 roads have being impassable. krcs are continuing with sensitization and awareness to advise the residents to move to safer grounds.",eoc,,,14/11/2015,1
Meru,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2 houses destroyed and mpindi bridge swept away and 53 livestock swept away,disinventer,,,17/11/2015,1
Meru,,,,,Athiru,Athiru,0,0,0,,,50,,,,,,,,,,,,,,,,,,,,"at 0802hrs gitonga (krcs county manager) reported of displacement that resulted from heavy rainfall. following yesterday‘s evening heavy downpour and the consistent rain in the county, approximately 50 family houses submerged at athiru village in maua. a team has been sent to conduct an assessment in the area.",eoc,,,26/11/2015,1
Meru,,,,,Meru North,Meru North,0,0,0,,,14,,,,,,roads impassable,2,,,,,,,,,,,,,"at 1002hrs gitonga (krcs county manager) reported flooding incident due to heavy rainfall experienced in the entire meru county. in meru north most of the drainage systems area blocked. 14 households have been submerged in water. evacuation has been unsuccessful as the roads are impassable. the county government has promised to improvise an alternative means to the area.  roads in kibirichia in buuri constituency area impassable, roads from kibirichia to ntirimiti have been cut off. (brief; 14 hhs, 2 roads affected)",eoc,,,30/11/2015,1
Meru,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,02/12/2015,1
Meru,Buuri,,,Buuri,,Buuri,1,0,1,,,,,,,,,road impassable,1,,,,,,,,,,70,,,"at 0906hrs, gitonga (krcs meru) reported of incidents caused by floods in the county. above average amounts of rainfall was received in the entire county. in buuri constituency approximately 70 acres of land was damaged by flash floods. the isiolo-meru road was rendered impassable as it was flooded. landslide was reported in mutonga quarry, 2 quarry workers were buried by the mud, 1 fatality reported and another 1 injured. (brief; 1 fatality; 1 injury)",eoc,,,08/12/2015,1
Meru,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,body found floating in river kamuraitha,disinventer,,,14/12/2015,1
Meru,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,body found floating in river gathita,disinventer,,,01/03/2016,1
Meru,,,,,Makutano Market,Makutano Market,0,0,0,,,,,,,,,,,,,,,,,,,,,,,heavy downpour was reported in meru that rained overnight and goods that were in makutano market were swept away by flash floods leaving the business men and ladies counting losses.,eoc,,,29/04/2016,1
Meru,,Timau,,,,Timau,0,0,0,,,13,,,,,,,,,,,,,,,,,,,,gitonga rm central region reported floods at 1339hrs at timau town meru county where by 13hh were affected. (brief: 13hh affected),eoc,,,01/05/2017,1
Meru,,,,,"Isiolo River Basin: Ntugi,Nkando,Kithima,Camp Sheik","Isiolo River Basin: Ntugi,Nkando,Kithima,Camp Sheik",0,,,,,250,,na,,,,"small bridges,crops planted within 60m to the riparian,water pumps and pipes.",,0,1,,,,,,,,,,,,wra,,,16/09/2017,1
Meru,Tigania West,,,,,Tigania West,0,0,0,,,2,,,,,,,,,,,,,,,,,,,,"steven (0717531096) reported floods in tigania west at twale sub location at 0730hrs after heavy downpour overnight in meru county, krcs meru responded and reported 2hh affected from the incident and no casualties",eoc,,,07/11/2017,1
Meru,,,,,Limbine And Muthara,Limbine And Muthara,0,0,0,,,60,,,,,,latrines,,,,,10,,,,,,,,,"gitonga krcs central rm reported at 1230hrs floods at limbine and muthara areas in tigania east and west sub county meru. one bridge was swept away, 10 pit latrines collapsed and 60hh submerged. krcs meru and meru governor will visit the affected areas this afternoon to offer humanitarian support",eoc,,,08/11/2017,1
Meru,Tigania West,,,,,Tigania West,0,0,0,,,,50,,,,,road impassable,1,,,,,,,,,,,,,"krcs gitonga central rm at 2133hrs reported floods in tigania west at lailuba and limbine area, approximately 50hh were displaced and roads impassable in the area. assessment will be conducted by krcs meru branch and share report.",eoc,,,12/11/2017,1
Meru,,,,,Nduche River,Nduche River,0,1,0,,,,,,,,,,,,,,,,,,,,,,,"gitonga (rm cental) reported flash flood incident at nduche river along maua – garbatura road. due to heavy rainfall experienced in meru, a lorry heading from meru to garbatura was swept away with people on board while the driver tried to cross-river nduche, one person trying to escape was swept away. rescue team from rcat meru conducted search and rescue.",eoc,,,15/04/2018,1
Meru,,,,,Gitimbine,Gitimbine,0,0,0,,,4,,,,,,,,,,,,,,,,,,,,"mike (0713712366) reported of flash floods in gitimbine area in meru county at 1510hrs. at least 4hhs were affected and several businesses marooned with property of unknown value destroyed. krcs meru conducted a rapid assessment and county government unclogged the drainage within the town, situation back to normal as businessmen try to salvage some of their properties",eoc,,,16/04/2018,1
Meru,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,"at least 4hhs were affected and several businesses marooned with property of unknown value destroyed. krcs meru conducted a rapid assessment and county government unclogged the drainage within the town, situation back to normal as businessmen try to salvage some of their properties",disinventer,,,16/04/2018,1
Meru,,,Igoji,,,Igoji,0,0,0,,,,,,,,,,,,,,,,,,,,,,,e.o.c via social media at 1900hrs captured a report of flash floods that was reported in meru-nairobi road at igoji area. the flood interfered with traffic along the road for more than two hours causing huge snarl up.,eoc,,,22/04/2018,1
Meru,,,,,Ngaremara,Ngaremara,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"gitonga (krcs rm) notified the eoc of flash floods at ngaremara area in meru county at 1703hrs. approximately 48hhs have been displaced, krcs meru will conduct an assessment to determine the extent of damage.",eoc,,,24/04/2018,1
Meru,,,,,Thanu,Thanu,0,0,0,,,12,,,,,,,,,,,,,,,,,,,,at 1420hrs gitonga (krcs rm) reported that 12 families had been affected at thanu area in tigania. flash floods reportedly damaged most of their household items. the families have since then integrated with other communities members in the safer areas.,eoc,,,29/04/2018,1
Meru,,,,,,,na,,na,,,,205,,,,,,,na,,na,,,,,,,na,yes,,,dref,june_11th_2018_mdrke043,,11/06/2018,1
Meru,,,,,Kaelo,Kaelo,0,0,0,,,,,,,,,,,,,,,,,,,,,,,gitonga (krcs central) at 2147hrs reported flash floods at kaelo market in igembe north following heavy rains experienced in the area. approximately 13 business shops were affected.  no injuries was however reported,eoc,,,01/12/2018,1
Migori,,,,,Kabuto,Kabuto,,,,,,,,,1000,,,,,,,4,,,,,,1,,,,,dref,appeal no. 14/02,,13/05/2002,1
Migori,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,14/05/2002,1
Migori,,,,,Migori District,Migori District,,,,,,,,,,6000,,"schools,health",,,,5,,,,,,1,3000,,,,dref,12/03; operations update no. 3,-,27/06/2003,1
Migori,,,,,Migori District,Migori District,,,,,,,,,,,,"schools,roads",1,,,1,,,,,,,,,,,dref,05me032,-,31/05/2005,1
Migori,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,26/04/2006,1
Migori,Nyatike,,,Nyatike,,Nyatike,5,,,,,,,,,,,,,,,,,,,,,,,,,,dref,bulletin (no. 2/2006),,17/05/2006,1
Migori,,,,,,,,,,177,,,,,,,,,,,,,,,,,,,,,,,disinventer,,fl-2008-000217-ken,01/05/2009,1
Migori,Nyatike,,,Nyatike,,Nyatike,,,,,,,50,,,,,,,,,,,,,,,,,,,,dref,dec_12th_2011_mdrke020,,12/12/2011,1
Migori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,ff-2012-000062-ken,01/03/2012,1
Migori,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,04/03/2012,1
Migori,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,03/04/2013,1
Migori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavy rainfall that affected many families.,disinventer,,,09/04/2013,1
Migori,,,,,,,,,,195,,1572,,,,,,,,,,,,,,,,,,,,expecting reief from krcs and special programmes.,disinventer,,,09/04/2013,1
Migori,,,,,River Kuja,River Kuja,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"at 1800hrs eoc received an alert on a river kuja in migori county, uriri district, oria village that broke its banks and it’s heavily infested with crocodiles. unknown number of households is reported marooned and cut off. krcs migori branch on  assessment and evacuation mission.

",eoc,,,02/05/2013,1
Migori,,,,,Migori,Migori,,,,,,,271,,3500,,,,,,,,,,,,,,,,,,dref,may_31st_2013_mdrke025,,31/05/2013,1
Migori,Nyatike,,,Nyatike,,Nyatike,,,,,,490,,,,,,,,,,,,,,,,,,,,,dref,nov_14th_2013_mdrke025,,14/11/2013,1
Migori,Uriri,,,Uriri,,Uriri,,,,,,150,,,,,,,,,,,,,,,,,,,,,dref,nov_14th_2013_mdrke025,,14/11/2013,1
Migori,,,,Nyankore,,Nyankore,1,0,0,,,,,,,,,,,,,,,,,,,,,,,a male nursing officer attached to nyanguge dispensary in kuria west sub county migori county was reported to have been swept away while crossing r. nyankore with a motorbike at 1900hrs after heavy rain. krcs migori to dispatch and  they managed to recover the body,eoc,,,03/11/2014,1
Migori,,,,,,,3,,,,,136,,,,,,,,,,,,,,,,,,,,none / market and road was damaged. this is unusual happening  and poor road construction could be a major challenge or cause as usual drainages were blocked,disinventer,,,05/01/2015,1
Migori,,,,,"Nyatike , East Kadem, Ratieny","Nyatike , East Kadem, Ratieny",na,,,,,228,,,,,,,,,,,,,,,,,,,,,wra,,,20/04/2015,1
Migori,,,,,"Nyatike, East And South East Muhuru (Tito)","Nyatike, East And South East Muhuru (Tito)",na,,,,,163,,,,,,,,,,,,,,,,,,,,,wra,,,20/04/2015,1
Migori,,,,,"Nyatike ,East Karungu And North Kadem","Nyatike ,East Karungu And North Kadem",na,,,,,530,,,,,,,,,,,,,,,,,,,,,wra,,,22/04/2015,1
Migori,,,,,,,,,,,,530,,,,,,,,,,,,,,,,,,,,shopping centre marooned for over 3 weeks (lwanda ),disinventer,,,22/04/2015,1
Migori,Nyatike,,,Nyatike,,Nyatike,0,0,0,,,40,,,,,,,,,,,,,,,,,,,,"krcs migori county manager reported flash floods at rakieny and tito in muhuru division nyatike sub county within migori county at 1822hrs, approximately 40hh reported to have been marooned. krcs response team will carry out an assessment in the areas affected and share the report.   (brief: 40hh)",eoc,,,23/04/2015,1
Migori,,,,,"Nyatike ,Lower Amoyo Central (Nyakore )","Nyatike ,Lower Amoyo Central (Nyakore )",na,,,,,45,,,,,,,,,,,,,,,,,,,,,wra,,,24/04/2015,1
Migori,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,livestock were swept away in the grazing field,disinventer,,,24/04/2015,1
Migori,,,,,"Nyatike ,Lower Central Kadem","Nyatike ,Lower Central Kadem",na,,,,,902,,,,,,,,,,,,,,,,,,,,,wra,,,27/04/2015,1
Migori,Luanda,,,Luanda,,Luanda,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"at 1420hrs john roche reported flash floods in migori county at nyatike, kabuto, sori and nyora areas of luanda. the floods were due to the heavy downpour causing the water levels in river kuja and migori to rise beyond their thresh hold. further flooding is anticipated, alerts have been issued to the residents to move to higher areas. assessment is ongoing.",eoc,,,27/04/2015,1
Migori,Awendo,,,,,Awendo,0,0,0,,,,,,,,,,,,,,,,,,,,,,,at 2009hrs roche (krcs county manager migori) reported windy rains in awendo in migori county causing damage to a number of houses. no casualties were reported. the county team is expected to conduct assessment today and determine the magnitude of the incident.,eoc,,,12/05/2015,1
Migori,,,,,,,,,,,,300,,,,,,school,,,,,,,,,,,,,,"over 300 people displaced, 6 schools destroyed.",disinventer,,,15/10/2015,1
Migori,,,,,Migori,Migori,0,0,0,,,,,,,,,bridge swept,,,1,,,,,,,,,,,"at 1403hrs, john roche reported a flooding incident in migori county. due to heavy rainfall ntimaru-gitungi bridge was swept away and residents are now forced to access their homes through tanzania. no casualties reported so far.several homes and crops are underwater.krcs closely monitoring the area.",eoc,,,02/11/2015,1
Migori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,river kuja broke its banks causing floods. residents advised to move to higher grounds.,disinventer,,,10/11/2015,1
Migori,Nyatike,,,Nyatike,,Nyatike,0,0,0,,,10,,,,,,,,,,,,,,,,,,,,at 0910hrs elly (county manager) reported flood at okiro village of nyatike sub-county in migori county. heavy downpour in the area caused flooding which affected approximately 10hh. river kuja and migori have been reported to be increasing and therefore possibility of more displacements expected if the water continues to rise. (brief: 10hh).,eoc,,,13/11/2015,1
Migori,,,,,,,,,,,,,,,,,,roads and latrines,1,,,,1,,,,,,,,,"river sabwani broke its banks and destroyed crops, pit latrines and feeder roads were in bad conditions.",disinventer,,,15/11/2015,1
Migori,Nyatike,,,Nyatike,,Nyatike,0,0,0,,,53,,,,,,,,,,,,,,,,,,,,"krcs migori cm reported floods after r. kuja burst its bank affecting angugo 18hh and nyora 35hh at 0706hrs, efforts on evacuating the affected to move to higher grounds was futile since the residents did not take the warning serious. inter-agency response teams to visit the site today for assessment and emergency evacuating.",eoc,,,18/11/2015,1
Migori,,,,,River Migori,River Migori,1,3,0,,,,,,,,,,,,,,,,,,,,,,,"krcs migori cm roche reported 4 people to have been swept away while trying to cross r. migori as they were going home from tilting their land at 1952hrs,  krcs migori sar team have resumed with operation this morning.1 body was retrieved ,3 oyhers still missing. (brief: 1 fatality;3 missing)",eoc,,,19/11/2015,1
Migori,Nyatike,,,Nyatike,,Nyatike,0,2,1,,,,,,,,,,,,,,,,,,,,,,,"krcs migori cm roche reported 3 people to have been buried in a mine that collapsed at 0633hrs in masara nyatike sub county, krcs migori sar operation ongoing. 1 peson was found and sustained critical injuries.(brief: 32missing)",eoc,,,19/11/2015,1
Migori,,,,,"Kabuto, Nyora And Manyuanda.","Kabuto, Nyora And Manyuanda.", 0,,,,,249,,,,,,,,,,,,,,,,,,,,,wra,,,28/11/2015,1
Migori,Nyatike,,,Nyatike,,Nyatike,0,0,0,,,120,,,,,,,,,,,,,,,,,,,,at 0530hrs roche (krcs county manager) reported that r. kuja burst its bank during the wee hours in the morning around nyatike in migori county affecting approximately 50 families in nyora village and 70 families affected in the same occurrences at kabuto village krcs and the county government evacuated the families to the higher grounds were they had identified evacuation centers at nyora primary and kabuto primary school.assesment is ongoing.,eoc,,,28/11/2015,1
Migori,,,,,,,,,,,,249,,,,,,,,,,,,,,,,,,,,"early warning alarm systems went on at wath onger station at 1.12am for level 1 of 3m, level 2 of 4m at 3.24am and level 3 of 5m at 7.09am.",disinventer,,,28/11/2015,1
Migori,Nyatike,,,Nyatike,,Nyatike,0,0,0,,,,,,,,,,,,,,,,,,,,,,,at 1129hrs roche (krcs county manager) reported flooding incident due to the heavy rainfall been witnessed in the last 3 days in nyatike sub-county in migori county.  krcs have established 2 evacuation centres in nyora and kabuto areas respectively. they are currently doing house registration to see how to assist the affected families.,eoc,,,30/11/2015,1
Migori,,,,,Agolomuok In Gwassi,Agolomuok In Gwassi,4,,,,,,,,,,,,,,,,,,,,,,,,,,wra,,,01/12/2015,1
Migori,,,,,Migori,Migori,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"at 0830hrs emmanuel (krcs migori) reported of incidents caused by heavy downpour. significant amounts of rainfall were received in the county and the highland environs, this led to the increase of surface water flow and flash floods in kabuto and nyora locations. residents have moved to the 2 campsites that were already set up in the mentioned areas. krcs migori will visit the sites to register the new members.",eoc,,,11/12/2015,1
Migori,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,heavy down pour that swept a way one body,disinventer,,,18/05/2016,1
Migori,,,,,Kanyarwanda,Kanyarwanda,0,0,0,,,,,,,,,,,,,,,,,,,,,,,simon (0722424542) reported that a seasonal river at macalder kanyarwanda ward had overflown after heavy downpour blocking the road to muhuri.,eoc,,,06/11/2017,1
Migori,Nyatike,,,Nyatike,,Nyatike,0,0,0,,,,,,,,,,,,,,,,,,,,,,,flash flood incident was reported at nyatike sub county after river migori burst banks following heavy downpour currently experienced in west kenya region. migori krcs have since embarked on a rapid assessment to ascertain needs of the affected population.,eoc,,,30/04/2018,1
Migori,Nyatike,,,Nyatike,,Nyatike,0,0,0,,,,,,,,,roads impassable,1,,,,,,,,,,,,,"at 1016hrs, hellen west kenya rm reported floods at nyatike sub county in migori following prolonged heavy rainfall in the country. modi secondary school has since been closed as a result of raging waters. in addition, impassability of migori-sori road has paralyzed transport in the area amid compromising humanitarian response. krcs migori is on ground in efforts to evacuate vulnerable families to a safer ground.",eoc,,,13/05/2018,1
Migori,Nyatike,,,Nyatike,,Nyatike,1,0,0,,,,,,,,,,,,,,,,,,,,,,,simon via 0722424542 at 2104hrs reported to eoc of flash floods incident in migori county. river gucha reportedly burst its banks following heavy rains thereby affecting people of nyora village in nyatike sub county. one person was carried away by the flash floods. area residents have been advised to move to higher grounds. krcs migori monitoring the situation,eoc,,,16/05/2018,1
Migori,Awendo,,,,,Awendo,0,0,0,,,,,,,,,classrooms blown off,,,,1,,,,,,,,,,"at around 2042hrs, kagono (0705080952) reported an incident where 3 classrooms at kokuro boys, awendo sub-county in migori county were blown off by strong winds that accompanied heavy rainfall experienced in the area. no injury was reported",eoc,,,16/05/2018,1
Migori,,,,,Kebarisia,Kebarisia,0,0,0,,,20,,,,,,,,,,,,,,,,,,,,"at 1020hrs elly (krcs migori) reported an incident that was a result of the constant heavy downpour in the area. the water level in a dam at kebarisia village in kuria  east, migori was filled beyond its capacity and later burst its banks today in the morning, approximately 20hhs have been affected. no injuries or fatalities have been reported. people residing near the riverine areas have been advised to move safer areas.",eoc,,,20/05/2018,1
Migori,,,,,,,13,,na,,,,70,,,,,,,na,,na,,,,,,,na,,,,dref,june_11th_2018_mdrke043,,11/06/2018,1
Migori,,,,,"Kakelo-Kakoth, West Kanyarwanda And Amoyo (Nyatike)","Kakelo-Kakoth, West Kanyarwanda And Amoyo (Nyatike)",,,,,,,660,,,,,,,,,,,,,,,,,,,,dref,bulletin (no. 2/2006),,,1
Mombasa,,,,,Mombasa,Mombasa,1,,,,,,,,,,,,,,,,,,,,,,,,,,wra,,,26/12/2004,1
Mombasa,,,,,,,"kisauni, mwishomoroni,",,,15,,,,,1500,22,,,,,,,,,,,,,,,,,dref,bulletin (no. 2/2006),,21/05/2006,1
Mombasa,,,,,,,,,,2,,60,,,,,,,,,,,,,,,,,,,,60 families were affected,disinventer,,,27/10/2006,1
Mombasa,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,5 families were left homeless,disinventer,,,27/10/2006,1
Mombasa,,,,,Mombasa,Mombasa,5,,,5,,,65,,,,,"roads,bridge",1,,1,,,,,,,,,,,,dref,mdrke003,fl-2006-000159-ken,07/11/2006,1
Mombasa,,,,,,,1,,,200,,300,,,,,,,,,,,,,,,,,,,,person killed as a result of a nakumatt wall collapsed on him,disinventer,,,01/06/2008,1
Mombasa,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,disinventer,,,01/06/2008,1
Mombasa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,28/10/2009,1
Mombasa,,,,,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,18/02/2011,1
Mombasa,,Tononoka,Tononoka,Tononoka,,Tononoka,0,0,0,,,,,,,,,,,,,,,,,,,,,,,police officers from tononoka in mombasa were reported to have spent their night in cold rainy weather after their houses were submerged in rain water after a heavy downpour during the night,eoc,,,09/11/2012,1
Mombasa,,Mikindani,,Mikindani,,Mikindani,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,", eoc received reports of heavy downpour in mombasa county causing floods in various roads and estates in the town. the rains also destroyed 15 houses in mikindani leaving the families without shelter. krcs responded and distributed nfis to the affected families. plans ongoing led by local leaders to find alternative shelter for the displaced families.",eoc,,,02/11/2014,1
Mombasa,,Mikinduni,,Mikinduni,,Mikinduni,0,0,0,,,,,,,,,,,,,,,,,,,,,,,river tana burst its banks at mikinduni in hola tana river county .krcs hola branch are monitoring the situation closely and communities living near the banks are advised to move on higher ground. no destruction reported .,eoc,,,13/11/2014,1
Mombasa,,,,,Magongo,Magongo,0,0,0,,,,50,,,,,,,,,,,,,,,,,,,"floods incident reported in mombasa magongo village at 1615hrs by soud (krcs mombasa branch) approximately 50 household have been displaced so far and many other at risk of been displaced as the rain is still on, assessment to be conducted by krcs mombasa branch.",eoc,,,06/05/2015,1
Mombasa,,,,,Mombasa,Mombasa,1,0,0,,,,,,,,,,,,,,,,,,,,,,,"floods update at 2108hrs: soud krcs county manager reported that the county government of mombasa (ministries of health, finance, environment, transport, natural resource, director of county inspectorate, county secretary) in conjunction with krcs have developed a contingency plan and action plan for response to the highly affected areas of changamwe, kisauni, likoni and some of the island areas in mvita sub county. the operations led bykrcs through  mombasa county manager who will act as the incident commander and the other agencies will provide technical support as the affected no of households is 700 the figures is subject to change as assessment is ongoing today in 3 worst areas. the county manager requests for urgent support on personal protective equipment (ppes).back up team from head quarter has been deployed to the area to give support tango 1 in the ongoing floods response operation,400 assorted dignity kits(200 male and 200 female)and 400 nfis have also been dispatched.krcs and the county government are currently  holding a meeting together with other stakeholders to plan for unified needs assessment and response in the three worst affected areas of changamwe,kisauni,and likoni.updates follow.",eoc,,,31/05/2015,1
Mombasa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,several houses were marooned and roads flooded causing a lot of traffic.,disinventer,,,05/11/2015,1
Mombasa,,Kipevu,,Kipevu,,Kipevu,0,0,1,,,5,,,,,,,,,,,,,,,,,,,,"at 1030hrs rajab (krcs mombasa) reported a collapsed wall incident in kipevu area, mombasa county. one female adult (pregnant) was injured and evacuated to hospital by eplus crew. following last evening’s heavy rainfall 5 families were affected in miritini.krcs mombasa distributed nfi’s to the affected families, community members also assisted in the reconstruction of one of the homes.",eoc,,,16/11/2015,1
Mombasa,,,,,,,1,,2,1,,,,,,,,,,,,,,,,,,,,,,a mud house collapsed due to heavy rains. one person was died and two injured.,disinventer,,,18/11/2015,1
Mombasa,,Mikindani,,Mikindani,,Mikindani,0,0,3,,,,,6,,,,,,,,,,,,,,,,,,"krcs rajab mombasa bc reported a collapsed building at mikindani in mombasa at 1950hrs due to heavy rainfall in the area, krcs mombasa and county government responded to the scene and reported to have evacuated 6 families (11 women, 6 young boys and 3 young girls) to mikindani social hall. krcs distributed nfis to the affected and the county government gave them food. (brief: 3 injured)",eoc,,,18/11/2015,1
Mombasa,,,,,Bombolulu And Kongowea,Bombolulu And Kongowea,0,0,0,,,1,2,,,,,,,,,,,,,,,,,yes,2,"at 0830hrs, rajab (krcs) mombasa reported cases that were as a result of heavy rainfall from last evening and into early morning today. two households were displaced in bombolulu after their houses were extensively damaged in the rains. in kongowea 1 household was affected .krcs mombasa branch distributed nfi’s to the affected families in bombolulu.two new cases of cholera have been reported in bangladesh and likoni areas. (brief; 3 hhs)",eoc,,,26/11/2015,1
